ID_Hogar;P9030;P9010;P9025S2;P9025S1;P1913S5
73319471;1;1;2;2;15
73319481;2;2;2;2;15
73319491;1;1;2;2;15
73319501;3;2;2;2;12
73319511;3;2;2;2;12
73319521;2;2;2;2;18
73319531;2;2;1;1;30
73319541;3;2;1;1;20
73319551;4;2;1;1;20
73319561;3;1;1;1;20
73319571;2;2;2;2;18
73319581;3;2;2;2;18
73319591;1;2;2;2;30
73319601;2;2;2;2;30
73319621;3;2;2;1;20
73319631;2;2;2;1;20
73319641;3;1;2;2;20
73319651;3;1;2;2;20
73319661;3;1;2;2;20
73319671;3;1;2;2;20
73319681;3;1;2;2;20
73319691;3;1;2;2;0
73319701;3;1;2;2;0
73319711;4;1;2;2;0
73319731;2;1;2;2;0
73319741;4;1;2;2;0
73319761;2;1;2;2;0
73319771;3;1;2;2;0
73319781;3;1;2;2;0
73319791;4;1;2;2;0
73319801;3;1;2;2;0
73319811;3;1;2;2;0
73319831;3;1;2;2;0
73319841;4;1;2;2;0
73319851;3;2;2;1;0
73319861;3;1;2;2;0
73319861;3;1;2;2;0
73319871;4;1;2;2;0
73319881;2;2;2;1;0
73319891;3;1;2;2;0
73319901;2;1;2;2;0
73319911;3;1;2;2;0
73319921;3;2;2;1;10
73319931;2;2;2;2;15
73319941;3;2;2;1;15
73319951;2;2;2;2;30
73319961;3;2;1;1;20
73319971;2;1;2;2;20
73319981;2;2;2;2;20
73320001;2;2;2;1;30
73320011;3;2;2;1;15
73320021;2;2;2;2;20
73320041;1;1;2;2;30
73320061;2;1;2;2;10
73320071;2;1;2;2;35
73320081;1;1;2;2;20
73320091;3;2;2;1;40
73320101;2;1;2;2;40
73320131;2;2;2;1;30
73320141;2;2;2;2;1
73320151;3;2;1;1;15
73320161;2;1;2;2;9
73320171;1;1;2;2;20
73320181;2;1;2;2;25
73320191;2;1;2;2;25
73320221;3;1;1;2;15
73320251;2;1;2;2;30
73320261;2;1;2;2;20
73320271;2;1;2;2;30
73320281;2;1;2;2;35
73320291;3;1;2;2;20
73320301;2;2;2;2;15
73320381;3;1;2;2;15
73320421;3;1;2;2;15
73320431;3;1;2;2;30
73320441;3;1;2;2;30
73320451;3;1;2;2;20
73320471;3;2;2;2;30
73320481;3;1;2;2;20
73320491;3;1;2;2;45
73320521;3;1;2;2;45
73320531;3;1;2;2;15
73320551;3;1;2;2;60
73320561;3;1;2;2;45
73320571;2;1;2;2;0
73320581;4;1;2;2;60
73320591;2;1;2;2;0
73320601;4;1;2;2;80
73320611;2;1;2;2;0
73320621;4;1;2;2;45
73320631;2;1;2;2;0
73320641;4;1;2;2;45
73320651;2;1;2;2;40
73320661;2;1;2;2;0
73320671;1;1;2;2;45
73320681;2;1;2;2;20
73320691;2;1;2;2;20
73320701;2;2;2;2;15
73320711;1;1;2;2;3
73320721;2;1;2;2;20
73320731;2;1;2;2;20
73320741;2;1;2;2;15
73320751;2;1;2;2;8
73320761;1;1;2;2;5
73320771;2;1;2;2;40
73320781;2;1;2;2;5
73320791;3;1;2;2;5
73320801;3;1;2;2;5
73320811;2;1;2;2;19
73320821;2;1;2;2;15
73320831;2;1;2;2;4
73320841;2;1;2;2;3
73320851;2;1;2;2;18
73320861;2;1;2;2;10
73320861;2;1;2;2;10
73320871;2;1;2;2;0
73320891;3;1;2;2;40
73320891;2;1;2;2;30
73320901;2;1;2;2;40
73320921;4;1;2;2;10
73320931;2;1;2;2;30
73320941;4;1;2;2;30
73320951;2;1;2;2;40
73320961;3;1;2;2;15
73320971;2;1;2;2;30
73320991;3;2;2;2;20
73321001;2;2;2;2;30
73321011;2;1;2;1;20
73321021;2;1;2;2;60
73321071;3;1;2;2;120
73321091;3;1;2;2;120
73321101;2;1;2;2;120
73321121;3;1;2;2;120
73321131;3;1;2;2;0
73321151;2;1;2;2;0
73321161;3;1;2;2;20
73321171;2;1;2;2;45
73321181;2;1;2;2;0
73321191;2;1;2;2;20
73321201;1;1;2;2;0
73321211;2;1;2;2;45
73321221;1;1;2;2;0
73321231;2;1;2;2;15
73321241;1;1;2;2;0
73321251;2;1;2;2;45
73321261;2;1;2;2;0
73321271;3;1;2;2;15
73321281;3;1;2;2;12
73321291;3;1;2;2;20
73321301;3;1;2;2;60
73321311;3;1;2;2;15
73321321;3;1;2;2;30
73321331;3;1;2;2;15
73321341;2;1;2;2;20
73321351;3;1;2;2;30
73321361;2;1;2;2;5
73321371;3;1;2;2;2
73321381;2;1;2;2;5
73321391;2;1;2;2;2
73321401;2;1;2;2;5
73321411;2;1;2;2;5
73321421;1;1;2;2;5
73321431;3;1;2;2;5
73321451;3;2;2;2;120
73321461;2;1;2;2;0
73321471;2;1;2;2;120
73321481;3;1;2;2;120
73321491;3;1;2;2;0
73321501;2;1;2;2;120
73321511;3;1;2;2;120
73321521;2;1;2;2;120
73321531;1;1;2;2;0
73321541;2;1;2;2;0
73321561;2;1;2;2;45
73321571;2;1;2;2;0
73321581;2;1;2;2;45
73321601;2;1;2;2;45
73321611;4;1;2;2;60
73321621;3;1;2;2;0
73321631;2;1;2;2;20
73321641;2;1;2;2;30
73321651;2;1;2;2;10
73321661;2;1;2;2;5
73321681;4;1;2;2;25
73321691;2;1;2;2;45
73321701;3;1;2;2;5
73321711;3;1;2;2;15
73321721;2;1;2;2;15
73321731;2;1;2;2;18
73321751;2;1;2;2;5
73321761;2;1;2;2;10
73321771;2;1;2;2;10
73321791;2;1;2;2;30
73321801;2;1;2;2;120
73321811;3;1;2;2;120
73321821;3;1;2;2;60
73321831;2;1;2;2;120
73321841;3;1;2;2;120
73321851;2;1;2;2;120
73321861;2;1;2;2;30
73321871;3;1;2;2;120
73321881;2;1;2;2;30
73321891;1;1;2;2;99
73321901;2;1;2;2;0
73321911;2;1;2;2;15
73321921;2;1;2;2;0
73321951;2;1;2;2;10
73321961;2;1;2;2;0
73321971;3;1;2;2;15
73321981;1;1;2;2;99
73321991;2;1;2;2;0
73322001;3;1;2;2;15
73322011;2;1;2;2;99
73322021;2;1;2;2;0
73322031;4;1;2;2;15
73322041;2;1;2;2;0
73322051;2;1;2;2;99
73322061;4;1;2;2;15
73322071;2;1;2;2;0
73322081;2;1;2;2;99
73322091;4;1;2;2;15
73322101;2;1;2;2;0
73322121;2;1;2;2;0
73322131;1;1;2;2;35
73322141;4;1;2;2;15
73322151;2;1;2;2;0
73322161;3;1;2;2;20
73322171;2;1;2;2;15
73322181;2;1;2;2;15
73322191;2;1;2;2;15
73322201;2;1;2;2;20
73322211;2;1;2;2;20
73322221;2;2;2;2;15
73322231;3;1;2;2;25
73322241;3;2;2;2;15
73322251;3;2;2;2;25
73322261;3;1;2;2;15
73322271;4;1;2;2;30
73322281;2;1;2;1;45
73322291;2;2;2;2;20
73322291;2;1;2;2;25
73322301;3;1;2;2;45
73322311;2;1;2;2;15
73322321;3;1;2;2;60
73322331;2;1;2;2;60
73322341;2;1;2;2;0
73322351;3;1;2;2;60
73322371;2;1;2;2;0
73322381;3;1;2;2;90
73322391;2;1;2;2;60
73322401;2;1;2;2;0
73322411;2;1;2;2;0
73322421;2;1;2;2;0
73322431;3;1;2;2;90
73322441;3;1;2;2;80
73322461;2;1;2;2;30
73322471;2;1;2;2;80
73322481;3;1;2;2;0
73322491;2;1;2;2;0
73322501;3;2;2;2;0
73322511;2;1;2;2;60
73322521;1;1;2;2;10
73322531;3;1;2;1;25
73322541;2;1;2;1;15
73322551;2;1;2;1;30
73322561;1;1;2;2;25
73322571;1;2;2;2;20
73322581;1;1;2;2;10
73322591;2;1;2;2;10
73322611;2;1;2;2;2
73322621;1;1;2;2;10
73322631;2;1;2;2;18
73322641;2;1;2;2;20
73322651;2;1;2;2;18
73322661;1;1;2;1;10
73322671;1;1;2;2;5
73322681;2;1;2;1;15
73322701;1;1;2;1;15
73322711;2;1;2;1;18
73322721;2;1;2;2;15
73322731;1;1;2;2;5
73322741;2;2;2;2;20
73322751;1;1;2;2;10
73322761;2;2;2;1;5
73322771;1;1;2;2;7
73322781;3;1;2;2;20
73322791;3;1;2;2;15
73322841;3;2;2;2;15
73322851;2;1;2;2;60
73322861;2;2;2;1;0
73322891;2;1;2;2;0
73322921;2;1;2;2;40
73322931;2;1;2;2;999
73322941;2;1;2;2;30
73322951;1;1;2;2;0
73322961;2;1;2;2;45
73322971;2;1;2;2;0
73322981;2;1;2;2;999
73322991;2;1;2;2;20
73323001;2;1;2;2;30
73323011;3;1;2;2;40
73323021;2;1;2;2;20
73323031;2;1;2;2;20
73323041;2;1;2;2;20
73323061;2;1;2;2;5
73323071;2;1;2;2;20
73323081;2;1;2;2;5
73323091;2;1;2;2;20
73323101;2;1;2;2;10
73323111;3;1;2;2;10
73323121;2;1;2;2;10
73323131;2;1;2;2;5
73323141;2;1;2;2;5
73323141;2;1;2;2;5
73323151;1;1;2;2;10
73323161;2;1;2;2;10
73323171;2;1;2;2;5
73323181;2;1;2;2;5
73323191;2;1;2;2;5
73323201;2;1;2;2;5
73323211;2;1;2;2;20
73323221;2;1;2;2;20
73323231;2;2;2;2;40
73323241;2;1;2;2;15
73323271;2;1;2;2;30
73323291;2;1;2;2;10
73323321;2;1;2;2;15
73323331;2;1;2;2;30
73323341;2;1;2;2;10
73323351;2;1;2;2;45
73323361;2;1;2;2;10
73323401;2;1;2;2;15
73323451;2;1;2;2;15
73323461;2;1;2;2;15
73323471;3;1;2;2;15
73323481;2;1;2;2;15
73323491;3;1;2;2;20
73323501;2;1;2;2;20
73323511;2;1;2;2;15
73323521;2;1;2;2;15
73323531;1;1;2;2;20
73323551;2;1;2;2;15
73323561;3;1;2;2;25
73323571;2;1;2;2;15
73323581;1;1;2;2;20
73323591;2;1;2;2;15
73323601;2;1;2;2;15
73323611;2;1;2;2;30
73323621;1;1;2;2;15
73323631;2;1;2;2;10
73323641;2;1;2;2;5
73323651;2;1;2;2;20
73323661;3;1;2;2;20
73323671;2;1;2;2;15
73323681;1;1;2;2;7
73323691;1;1;2;2;5
73323701;2;1;2;2;10
73323711;2;1;2;2;20
73323721;2;1;2;2;15
73323731;2;1;2;2;15
73323741;1;1;2;2;20
73323751;2;1;1;1;25
73323761;2;1;2;2;15
73323771;2;1;2;2;15
73323781;2;1;2;2;25
73323791;1;1;2;2;30
73323801;2;1;2;2;30
73323811;2;2;2;2;20
73323831;2;1;2;2;15
73323851;3;1;2;2;20
73323881;1;1;2;2;5
73323891;2;1;2;2;10
73323901;1;1;2;2;5
73323911;2;1;2;2;10
73323921;3;1;2;2;120
73323941;3;1;2;2;120
73323951;3;1;2;2;120
73323961;3;1;2;2;120
73323971;2;1;2;2;120
73323981;3;1;2;2;120
73323991;2;1;2;2;0
73324001;2;1;2;2;0
73324011;2;1;2;2;0
73324021;2;1;2;2;0
73324031;2;1;2;2;0
73324041;2;1;2;2;25
73324051;2;1;2;2;0
73324061;1;1;1;2;0
73324071;2;1;2;2;20
73324081;2;1;2;2;25
73324091;3;1;2;2;120
73324121;2;1;2;2;25
73324141;2;1;2;2;40
73324161;2;1;2;2;30
73324181;2;1;2;2;30
73324191;2;1;2;2;120
73324201;2;1;2;2;0
73324221;2;1;2;2;80
73324241;3;1;2;2;0
73324251;2;1;2;2;90
73324261;3;1;2;2;0
73324271;2;1;2;2;0
73324281;2;1;2;2;100
73324291;2;1;2;2;0
73324301;1;1;2;2;20
73324311;2;1;2;2;5
73324321;1;1;2;2;5
73324331;4;1;2;2;20
73324341;2;1;2;2;25
73324351;2;1;2;2;10
73324361;2;1;2;2;10
73324371;2;1;2;2;5
73324401;2;1;2;2;25
73324411;2;1;2;2;25
73324421;2;1;2;2;25
73324441;2;1;2;2;25
73324451;3;2;2;2;4
73324461;2;1;2;2;15
73324471;2;1;2;2;25
73324491;3;1;2;2;15
73324501;4;1;2;2;25
73324501;3;1;2;2;15
73324521;3;1;2;2;20
73324541;2;1;2;2;30
73324551;2;1;2;2;30
73324561;2;1;2;2;30
73324661;3;1;2;2;60
73324681;3;1;2;2;60
73324731;2;2;2;1;0
73324791;3;1;2;2;60
73324811;2;1;2;2;60
73324871;3;1;2;2;60
73324901;3;1;2;2;120
73324941;3;1;2;2;120
73324971;1;2;2;2;120
73324991;3;1;2;2;120
73325111;2;1;2;2;30
73325171;2;1;2;2;45
73325181;2;1;2;2;20
73325191;2;1;2;2;90
73325201;3;1;2;2;20
73325211;3;1;2;2;90
73325221;2;1;2;2;45
73325231;3;1;2;2;22
73325241;3;1;2;2;120
73325251;3;1;2;2;20
73325261;2;1;2;2;120
73325271;3;1;2;2;40
73325281;2;1;2;2;30
73325291;2;1;2;2;30
73325301;1;1;2;2;30
73325311;1;1;2;2;30
73325321;3;1;2;2;30
73325331;1;1;2;2;60
73325341;2;1;2;2;30
73325351;2;1;2;2;30
73325361;1;1;2;2;30
73325371;1;1;2;2;45
73325381;2;1;2;2;30
73325391;1;1;2;2;45
73325401;3;1;2;2;30
73325411;2;1;2;2;90
73325421;2;1;2;2;45
73325431;2;1;2;2;90
73325441;2;1;2;2;90
73325451;2;1;2;2;60
73325461;1;1;2;2;90
73325471;2;1;2;2;60
73325481;3;1;2;2;90
73325491;1;1;2;2;90
73325501;2;1;2;2;30
73325511;2;1;2;2;20
73325521;2;1;2;2;20
73325531;2;1;2;2;15
73325541;3;1;2;2;18
73325551;2;1;2;2;4
73325561;3;2;1;2;10
73325571;2;1;2;2;5
73325581;3;2;2;2;15
73325591;2;1;2;2;15
73325601;2;2;2;2;20
73325611;2;1;2;2;15
73325621;2;1;2;2;15
73325631;2;1;2;2;15
73325641;2;1;2;2;15
73325651;3;1;2;2;10
73325671;2;1;2;2;5
73325681;3;1;2;2;10
73325691;3;1;2;2;0
73325701;3;1;2;2;0
73325711;2;1;2;2;0
73325741;2;1;2;2;0
73325781;2;1;2;2;0
73325791;2;2;1;1;10
73325801;2;2;2;1;10
73325811;2;2;1;2;10
73325841;2;2;1;2;10
73325851;2;2;1;2;10
73325861;2;2;1;2;10
73325891;2;1;2;2;45
73325911;2;1;2;2;20
73325921;2;1;2;2;10
73325931;2;2;2;2;20
73325941;2;1;2;2;30
73325951;2;1;2;2;20
73325961;2;1;2;2;30
73325971;2;1;2;2;20
73325981;3;1;2;2;30
73325991;2;2;2;2;30
73326001;2;1;2;2;30
73326011;2;1;2;2;20
73326021;2;1;2;2;20
73326041;2;1;2;2;35
73326051;3;2;2;1;30
73326061;2;1;2;2;28
73326071;2;2;2;1;20
73326081;2;1;2;2;27
73326091;2;2;2;1;25
73326101;4;2;2;1;30
73326111;1;2;2;1;25
73326121;3;1;2;2;40
73326131;2;1;2;2;25
73326141;3;2;2;2;20
73326151;2;1;2;2;15
73326161;3;1;2;2;25
73326171;3;1;2;2;20
73326181;2;1;2;2;25
73326191;3;1;2;2;40
73326201;2;1;2;2;30
73326211;1;2;2;1;25
73326221;2;2;2;1;25
73326241;2;1;2;2;25
73326251;2;2;2;1;25
73326261;3;2;2;1;35
73326271;2;1;2;2;35
73326281;2;1;2;2;35
73326291;1;2;2;1;25
73326301;2;1;2;2;10
73326311;2;1;2;2;20
73326321;2;1;2;2;10
73326331;2;1;2;2;25
73326351;2;1;2;2;5
73326371;2;1;2;2;13
73326381;1;1;2;2;15
73326401;1;1;2;2;15
73326411;1;1;2;2;20
73326421;2;1;2;2;25
73326441;2;1;2;2;10
73326461;2;1;2;2;30
73326481;2;1;2;2;15
73326491;2;2;2;2;20
73326501;2;1;2;2;20
73326511;2;1;2;2;30
73326521;2;1;2;2;25
73326531;2;1;2;2;15
73326541;2;1;2;2;45
73326551;3;1;2;2;30
73326571;2;1;2;2;5
73326581;2;1;2;2;30
73326601;2;1;2;2;18
73326641;2;1;2;2;20
73326651;2;1;2;2;5
73326671;2;1;2;2;30
73326681;2;1;2;2;45
73326691;2;1;2;2;35
73326701;2;1;2;2;30
73326711;2;1;2;2;35
73326721;2;1;2;2;5
73326731;2;1;2;2;30
73326741;2;1;2;2;25
73326751;2;1;2;2;30
73326771;2;1;2;2;5
73326781;2;1;2;2;5
73326801;2;1;2;2;30
73326821;2;1;2;2;45
73326841;2;1;2;2;60
73326851;3;1;2;2;60
73326871;2;1;2;2;45
73326881;2;1;2;2;15
73326891;2;1;2;1;60
73326901;2;1;2;2;60
73326911;2;1;2;2;60
73326931;2;1;2;2;38
73326941;2;1;2;2;15
73326951;2;1;2;2;30
73326961;2;1;2;2;20
73326971;2;1;2;2;20
73326981;2;1;2;2;5
73326991;3;1;2;2;15
73327001;2;1;2;2;15
73327011;2;1;2;2;20
73327021;2;1;2;2;20
73327031;2;1;2;1;20
73327041;2;1;2;2;20
73327051;2;1;2;2;10
73327061;2;1;2;2;20
73327071;2;1;2;2;20
73327081;2;1;2;2;25
73327091;2;1;2;2;10
73327101;2;2;2;2;5
73327111;2;1;2;2;15
73327121;2;1;2;2;15
73327131;3;1;2;2;7
73327141;3;2;2;1;40
73327151;2;2;2;2;10
73327161;2;1;2;2;20
73327171;2;1;2;2;15
73327181;2;1;2;2;20
73327191;2;1;2;2;10
73327211;2;1;2;2;15
73327221;2;1;2;2;8
73327231;2;2;2;1;8
73327241;3;2;2;1;20
73327261;2;1;2;2;5
73327271;2;1;2;1;18
73327291;2;2;2;2;5
73327301;3;1;2;2;30
73327321;3;1;2;2;35
73327331;2;2;2;1;30
73327341;3;1;2;2;15
73327351;2;2;2;1;25
73327361;3;2;2;2;25
73327371;2;1;2;2;25
73327381;3;2;2;2;15
73327391;2;1;2;2;30
73327401;3;2;2;2;25
73327411;3;2;2;2;30
73327421;2;2;2;2;30
73327431;2;1;2;2;0
73327441;3;2;2;2;12
73327451;2;2;2;2;12
73327461;2;1;2;2;25
73327471;2;1;2;2;25
73327481;3;1;2;2;15
73327491;2;1;2;2;15
73327501;3;2;2;1;15
73327511;3;2;2;2;10
73327521;2;1;2;2;10
73327531;2;1;2;2;10
73327541;2;1;2;2;10
73327551;2;2;2;2;12
73327561;2;1;2;2;10
73327571;2;1;2;2;15
73327581;3;1;2;2;0
73327591;3;2;2;1;0
73327601;2;1;2;2;25
73327641;2;2;2;2;45
73327651;3;1;2;2;45
73327661;2;1;2;2;45
73327671;2;1;2;2;60
73327681;2;1;2;2;60
73327721;4;1;2;2;40
73327731;3;2;2;2;0
73327741;3;1;2;2;0
73327751;4;1;2;2;0
73327761;2;1;2;2;0
73327771;3;1;2;2;0
73327781;3;1;2;2;0
73327791;3;2;2;2;0
73327801;3;1;2;2;0
73327811;3;1;2;2;0
73327821;2;1;2;2;0
73327831;3;2;2;2;0
73327841;2;1;2;2;0
73327851;3;2;2;2;0
73327861;2;1;2;2;0
73327871;3;1;2;2;0
73327881;2;1;2;2;0
73327891;2;1;2;2;0
73327901;2;1;2;1;0
73327911;2;1;2;2;0
73327921;2;2;2;2;0
73327931;3;1;2;2;0
73327941;2;1;2;2;0
73327951;1;1;2;2;0
73327961;2;1;2;2;0
73327981;2;1;2;2;0
73327991;2;1;2;2;0
73328001;2;1;2;2;0
73328011;2;1;2;2;30
73328021;1;1;2;2;45
73328031;2;1;2;2;0
73328041;2;1;2;2;35
73328051;3;1;2;2;60
73328061;2;1;2;2;60
73328071;2;1;2;2;0
73328081;1;1;2;2;60
73328091;3;1;2;2;0
73328101;3;1;2;2;0
73328121;2;1;2;2;20
73328131;3;1;2;2;10
73328141;3;1;2;2;15
73328151;3;1;2;2;20
73328161;3;1;1;2;20
73328171;3;1;2;2;15
73328181;3;1;2;2;15
73328191;3;1;2;2;15
73328201;2;2;2;2;20
73328211;3;2;1;1;10
73328221;2;1;1;2;10
73328231;4;1;2;2;0
73328241;3;1;2;2;0
73328251;3;1;2;2;0
73328261;3;1;2;2;15
73328271;3;1;2;2;0
73328281;2;1;2;2;0
73328291;3;1;2;2;15
73328301;3;1;2;2;15
73328311;3;1;2;2;15
73328321;2;1;2;2;0
73328331;3;1;2;2;0
73328341;4;1;2;2;10
73328351;2;1;2;2;20
73328361;2;1;2;2;15
73328371;3;1;2;2;15
73328381;4;1;2;2;10
73328391;3;1;2;2;15
73328401;3;2;2;2;20
73328411;2;1;2;2;10
73328421;2;1;2;2;15
73328431;1;1;2;2;10
73328441;3;1;2;2;0
73328451;3;1;2;2;0
73328461;4;1;2;2;0
73328471;3;1;2;2;0
73328481;2;1;2;2;0
73328491;3;1;2;2;0
73328501;2;1;2;2;0
73328511;2;1;2;2;0
73328521;2;1;2;2;0
73328531;2;1;2;2;0
73328541;2;1;2;2;0
73328551;2;1;2;2;0
73328561;3;1;2;2;0
73328571;2;1;2;2;0
73328581;2;1;2;2;0
73328591;2;1;2;2;0
73328601;2;1;2;2;0
73328611;2;1;2;2;0
73328621;2;1;2;2;0
73328631;2;1;2;2;0
73328641;2;1;2;2;0
73328651;2;1;2;2;0
73328661;2;1;2;2;0
73328671;3;1;2;2;0
73328681;2;1;2;2;0
73328691;1;1;2;2;0
73328701;2;1;2;2;0
73328711;2;1;2;2;0
73328721;3;1;2;2;0
73328731;2;1;2;2;0
73328741;2;1;2;2;0
73328751;1;1;2;2;0
73328771;2;1;2;2;35
73328781;3;1;2;2;20
73328791;2;1;2;1;30
73328801;3;2;2;2;30
73328811;3;1;2;2;8
73328821;3;1;2;2;6
73328831;3;1;2;2;10
73328841;3;1;2;2;30
73328851;2;1;2;2;120
73328861;3;1;2;2;15
73328871;2;1;2;2;120
73328881;2;1;2;2;120
73328891;2;1;2;2;15
73328901;2;1;2;2;60
73328911;4;1;2;1;50
73328921;2;1;2;2;7
73328931;2;1;2;1;20
73328941;3;1;2;2;90
73328951;2;1;2;2;10
73328961;2;1;2;2;5
73328971;2;1;2;2;15
73328981;2;1;2;2;15
73328991;2;1;2;2;8
73329001;2;1;2;2;10
73329011;2;1;2;2;20
73329021;2;1;2;2;20
73329031;2;1;2;2;15
73329041;2;1;2;2;15
73329051;2;1;2;2;8
73329071;3;1;2;2;60
73329081;2;1;2;2;90
73329091;2;1;2;2;60
73329101;2;1;2;2;1
73329111;2;1;2;2;2
73329121;3;1;2;2;3
73329131;2;1;2;2;120
73329151;3;1;2;2;1
73329161;3;1;2;2;3
73329171;3;1;2;2;3
73329181;2;1;2;2;120
73329191;3;1;2;2;2
73329201;2;1;2;2;5
73329211;3;2;2;2;120
73329221;2;1;2;2;3
73329241;2;1;2;2;1
73329251;2;1;2;2;15
73329261;2;1;2;2;20
73329271;2;1;2;2;5
73329281;3;1;2;2;20
73329291;2;1;2;2;15
73329301;2;1;2;2;15
73329311;2;1;2;2;20
73329321;4;1;2;2;15
73329331;3;1;2;2;15
73329341;2;1;2;2;20
73329351;2;1;2;2;20
73329361;3;1;2;2;20
73329371;2;1;2;2;15
73329381;2;1;2;2;25
73329391;2;1;2;2;30
73329401;3;1;2;2;20
73329411;3;1;2;1;30
73329421;2;1;2;2;20
73329441;2;2;2;2;30
73329451;2;1;2;2;20
73329461;2;1;2;2;15
73329471;4;2;2;2;60
73329481;1;1;2;2;15
73329491;2;2;2;2;20
73329501;2;1;2;2;30
73329511;4;1;2;2;30
73329521;2;1;2;2;20
73329531;3;1;2;2;2
73329541;3;1;2;2;15
73329551;2;1;2;2;5
73329561;3;1;2;2;15
73329571;3;1;2;2;120
73329581;2;1;2;2;120
73329591;3;1;2;2;120
73329601;3;1;2;2;120
73329621;3;1;2;2;120
73329631;4;1;2;2;4
73329641;3;1;2;2;120
73329651;2;1;2;2;120
73329661;3;1;2;2;120
73329671;3;1;2;2;5
73329681;2;1;2;2;120
73329691;3;1;2;2;3
73329711;3;1;2;2;3
73329721;2;1;2;2;10
73329731;3;1;2;2;20
73329751;3;1;2;2;5
73329761;2;1;2;2;18
73329771;2;1;2;2;10
73329781;4;2;2;2;20
73329801;2;1;2;2;10
73329811;3;1;2;2;10
73329821;2;1;2;2;10
73329831;2;1;2;2;10
73329841;3;1;2;2;10
73329851;3;1;2;2;30
73329861;2;1;2;2;30
73329871;3;1;2;2;5
73329881;2;2;2;2;10
73329891;2;1;2;2;5
73329901;2;1;2;2;5
73329911;3;2;1;1;5
73329921;2;1;2;2;20
73329931;3;1;2;1;5
73329941;2;1;2;2;5
73329951;3;1;2;2;5
73329961;2;1;2;2;5
73329971;2;1;2;2;5
73329991;2;1;2;2;20
73330001;2;1;2;2;20
73330011;2;1;2;2;10
73330021;2;1;2;2;5
73330031;2;1;2;2;10
73330041;2;1;2;2;10
73330051;2;1;2;2;15
73330061;3;1;2;2;10
73330071;3;1;2;2;7
73330081;2;1;2;2;3
73330091;3;1;2;2;5
73330101;2;1;2;2;10
73330111;2;1;2;2;3
73330121;2;1;2;2;1
73330131;2;2;2;2;3
73330151;2;1;2;2;3
73330171;2;1;2;2;4
73330191;2;1;2;2;1
73330201;3;1;2;2;1
73330211;3;1;2;2;2
73330231;3;1;2;2;3
73330241;3;1;2;2;5
73330251;2;2;2;2;2
73330261;2;1;2;2;3
73330271;2;1;2;2;10
73330281;2;1;2;2;15
73330291;3;1;2;1;30
73330301;2;2;2;1;10
73330311;2;1;2;2;10
73330321;3;2;2;1;20
73330331;2;1;2;2;35
73330341;2;1;2;2;20
73330351;3;1;2;2;10
73330371;2;1;2;2;10
73330381;3;1;2;2;40
73330391;2;1;2;2;10
73330401;3;1;2;2;10
73330431;3;1;2;2;0
73330441;3;1;2;2;0
73330451;3;2;2;2;0
73330461;3;2;2;2;0
73330471;2;1;2;1;10
73330481;2;1;2;2;25
73330491;3;2;2;2;0
73330501;2;1;2;2;0
73330511;3;1;2;2;15
73330521;2;1;2;2;0
73330531;2;1;2;2;0
73330541;3;1;2;2;20
73330551;2;1;2;2;10
73330561;3;1;2;2;25
73330571;2;1;2;2;20
73330581;2;1;2;2;10
73330611;2;1;2;2;20
73330621;2;1;2;2;20
73330641;2;1;2;2;10
73330651;2;1;2;2;15
73330671;3;1;2;2;15
73330691;2;2;2;2;30
73330701;2;2;2;2;10
73330711;2;2;2;2;20
73330721;3;1;2;1;30
73330731;2;1;2;2;5
73330761;2;1;2;2;10
73330771;2;1;2;2;5
73330791;3;1;2;2;30
73330801;3;1;2;2;35
73330811;2;1;2;2;30
73330831;2;1;2;2;10
73330841;3;1;2;2;25
73330851;3;2;2;2;20
73330861;2;1;2;2;60
73330871;3;1;2;2;30
73330881;3;2;2;2;30
73330891;3;2;2;2;45
73330901;3;1;2;2;120
73330911;2;1;2;2;120
73330921;2;1;2;2;60
73330931;1;1;2;2;0
73330941;3;1;2;2;45
73330951;2;1;2;2;120
73330961;2;1;2;2;120
73330971;2;1;2;2;0
73330971;2;1;2;2;15
73330981;2;1;2;2;20
73330991;2;1;2;2;30
73331001;3;1;2;2;0
73331011;3;1;2;2;20
73331021;3;1;2;2;20
73331031;2;1;2;2;45
73331041;2;1;2;1;40
73331051;2;1;2;2;10
73331061;2;1;2;2;30
73331071;2;1;2;2;25
73331081;2;1;2;2;15
73331091;3;1;2;2;30
73331101;3;1;2;2;20
73331111;2;1;2;2;30
73331121;3;1;2;2;25
73331131;2;1;2;2;20
73331141;3;2;2;2;20
73331151;4;1;2;2;25
73331161;2;2;2;1;30
73331171;3;1;2;2;15
73331181;1;1;2;2;25
73331191;2;1;2;2;15
73331201;4;1;2;2;45
73331211;3;2;2;2;25
73331221;4;2;2;1;25
73331231;3;2;2;2;0
73331241;3;1;2;2;0
73331251;4;2;2;2;25
73331261;2;1;2;2;5
73331281;4;2;2;1;25
73331291;3;1;2;2;0
73331301;2;2;2;1;0
73331311;4;2;2;1;25
73331321;4;2;2;1;25
73331331;3;1;2;2;0
73331341;2;2;2;2;0
73331351;3;2;2;1;25
73331361;3;2;2;2;10
73331371;3;2;2;2;0
73331381;3;1;2;2;0
73331391;3;2;2;2;0
73331401;2;1;2;2;12
73331411;3;1;2;2;0
73331421;3;2;2;2;3
73331431;2;1;2;2;15
73331441;2;1;2;2;5
73331451;4;2;2;2;5
