ID_Hogar;P9030;P9010;P9025S2;P9025S1;P1913S5
73636021;2;2;2;2;10
73636031;2;2;2;2;20
73636041;2;1;2;2;20
73636051;2;2;2;2;30
73636061;2;2;2;2;20
73636071;2;1;2;2;0
73636081;2;2;2;2;10
73636091;2;1;2;2;20
73636101;2;1;2;2;20
73636111;3;2;2;2;40
73636121;3;2;2;2;40
73636131;2;1;2;2;20
73636141;2;1;2;2;20
73636151;2;1;2;2;5
73636161;2;1;2;2;4
73636171;2;1;2;2;10
73636181;3;1;2;2;0
73636201;1;2;2;2;5
73636211;3;1;2;2;5
73636221;2;1;2;2;10
73636231;2;1;2;2;5
73636241;2;1;2;2;5
73636251;2;1;2;2;10
73636261;4;1;2;2;20
73636271;2;1;2;2;16
73636281;1;1;2;2;25
73636291;2;1;2;2;20
73636301;2;1;2;2;15
73636311;2;1;2;2;15
73636321;2;1;2;2;20
73636331;2;1;2;2;10
73636351;2;1;2;2;30
73636361;2;1;2;2;20
73636371;2;1;2;2;15
73636381;2;2;2;2;20
73636391;1;1;2;2;20
73636401;2;1;2;2;15
73636421;2;1;2;2;10
73636431;2;1;2;2;10
73636441;2;1;2;2;10
73636451;2;1;2;2;20
73636461;3;1;2;2;30
73636471;2;1;2;2;30
73636481;2;1;2;2;30
73636491;2;1;2;2;30
73636501;2;1;2;2;60
73636511;2;1;2;2;30
73636521;2;1;2;2;30
73636531;3;1;2;2;25
73636541;1;1;2;2;15
73636551;1;1;2;2;20
73636551;2;1;2;2;10
73636551;2;1;2;2;15
73636561;1;1;2;2;15
73636571;2;1;2;2;0
73636581;2;1;2;2;40
73636591;2;1;2;2;60
73636601;2;1;2;2;0
73636611;3;1;2;2;60
73636621;2;1;2;2;40
73636631;2;1;2;2;30
73636641;2;1;2;2;60
73636651;2;1;2;2;15
73636661;2;1;2;2;3
73636671;2;1;2;2;3
73636681;2;1;2;2;5
73636691;2;1;2;2;3
73636701;2;1;2;2;5
73636711;3;1;2;2;5
73636721;2;1;2;2;3
73636731;1;1;2;2;5
73636741;2;1;2;2;40
73636751;2;1;2;2;40
73636761;2;1;2;2;75
73636771;2;1;2;2;60
73636781;3;1;2;2;15
73636791;3;1;2;2;60
73636801;3;1;2;2;30
73636811;2;1;2;2;45
73636821;2;1;2;2;35
73636831;2;1;2;2;30
73636841;1;1;2;2;60
73636851;2;1;2;2;20
73636861;2;1;2;2;30
73636871;2;1;2;2;35
73636881;2;2;1;1;30
73636891;1;1;2;2;5
73636901;3;1;2;2;20
73636911;1;1;2;2;45
73636921;2;2;1;1;5
73636931;1;2;2;1;5
73636941;1;1;1;1;15
73636961;3;1;2;2;15
73636981;3;1;2;2;20
73636991;2;1;2;2;0
73637001;2;1;2;2;15
73637011;2;1;2;2;0
73637021;2;1;2;2;0
73637031;2;1;2;2;15
73637041;2;1;2;2;0
73637051;2;1;2;2;0
73637061;3;1;2;2;0
73637071;2;1;2;2;0
73637081;2;1;2;2;0
73637091;2;1;2;2;0
73637101;3;1;2;2;0
73637121;2;1;2;2;30
73637131;2;1;2;2;30
73637141;2;1;2;2;45
73637151;1;1;2;2;35
73637171;2;1;2;2;10
73637181;1;1;2;2;1
73637191;4;1;2;2;2
73637201;3;2;2;1;20
73637211;4;1;2;2;11
73637221;4;1;2;2;15
73637231;2;2;2;1;15
73637241;2;2;2;1;20
73637301;2;1;2;2;0
73637311;3;1;2;2;0
73637321;3;1;2;2;0
73637321;3;1;2;2;0
73637331;2;1;2;2;0
73637341;2;1;2;2;0
73637361;2;1;2;2;0
73637371;2;1;2;2;0
73637381;2;1;2;2;15
73637391;2;1;2;2;10
73637401;2;1;2;2;10
73637411;2;1;2;2;15
73637421;2;1;2;2;0
73637431;2;1;2;2;10
73637451;2;1;2;2;20
73637461;2;1;2;2;15
73637471;2;1;2;2;15
73637481;2;1;2;2;15
73637491;2;1;2;2;20
73637501;1;1;2;2;15
73637531;2;2;2;1;15
73637541;2;1;2;2;20
73637551;2;2;2;2;0
73637561;1;1;2;2;30
73637571;3;1;2;2;30
73637571;3;1;2;2;30
73637591;2;1;2;2;40
73637601;2;1;2;2;60
73637611;2;1;2;2;45
73637621;2;1;2;2;65
73637631;2;1;2;2;60
73637641;2;1;2;2;60
73637661;2;1;2;2;60
73637701;2;1;2;2;35
73637711;1;1;2;2;50
73637721;2;1;2;2;120
73637761;2;1;2;2;120
73637791;3;1;2;2;12
73637811;2;1;2;2;6
73637831;3;1;2;2;15
73637841;2;1;2;2;22
73637901;3;1;2;2;90
73637911;2;1;2;2;45
73637921;3;1;2;2;100
73637941;2;1;2;2;25
73637951;3;1;2;2;20
73637961;3;1;2;2;30
73637971;2;1;2;2;25
73637981;2;1;2;2;10
73637991;3;1;2;2;120
73638001;2;1;2;2;120
73638011;3;1;2;2;120
73638021;3;1;2;2;120
73638031;2;1;2;2;120
73638041;2;1;2;2;120
73638051;3;1;2;2;120
73638061;3;1;2;2;120
73638071;3;1;2;2;120
73638081;3;1;2;2;120
73638091;2;1;2;2;120
73638101;3;1;2;2;120
73638111;2;1;2;2;120
73638121;1;1;2;2;120
73638141;2;1;2;2;120
73638151;2;1;2;2;120
73638161;3;1;2;2;120
73638171;3;1;2;2;120
73638181;3;1;2;2;120
73638191;2;1;2;2;120
73638211;2;1;2;2;120
73638221;3;1;2;2;120
73638241;2;1;2;2;120
73638251;2;1;2;2;120
73638271;2;1;2;2;120
73638281;2;1;2;2;120
73638291;2;1;2;2;120
73638301;2;1;2;2;120
73638311;3;2;2;2;15
73638321;3;2;2;2;15
73638331;2;2;2;2;10
73638341;3;2;2;1;15
73638351;2;2;2;2;15
73638361;3;2;2;2;10
73638371;2;1;2;2;35
73638381;2;1;2;2;25
73638391;4;2;2;2;0
73638401;2;2;2;2;0
73638411;2;1;2;2;0
73638421;2;1;2;1;30
73638431;2;1;2;2;30
73638441;2;1;2;2;15
73638451;1;1;2;2;25
73638461;2;2;2;2;10
73638471;2;1;2;2;15
73638481;2;1;2;2;20
73638501;2;1;2;2;25
73638511;2;1;2;1;0
73638521;2;1;2;2;0
73638531;2;1;2;2;7
73638541;1;1;2;2;10
73638551;2;1;2;2;20
73638561;2;1;2;2;20
73638571;3;2;2;2;10
73638581;3;1;2;2;0
73638591;2;1;2;2;0
73638601;3;2;2;2;10
73638621;2;1;2;2;15
73638631;2;1;2;1;25
73638641;2;1;2;2;20
73638651;2;1;2;2;15
73638661;2;1;2;2;35
73638671;1;2;2;1;15
73638681;2;1;2;2;7
73638691;2;1;2;1;0
73638701;2;1;2;2;0
73638711;3;1;2;2;0
73638721;2;1;2;2;30
73638731;2;1;2;2;10
73638741;2;1;2;2;15
73638761;2;1;2;2;30
73638771;2;1;2;2;30
73638781;4;1;2;2;0
73638791;3;1;2;2;0
73638801;2;1;2;2;0
73638811;2;1;2;2;5
73638821;2;2;2;2;25
73638841;2;1;1;1;30
73638851;1;1;2;2;10
73638861;1;2;1;2;30
73638871;2;2;2;2;15
73638881;2;1;1;1;5
73638891;2;2;2;2;30
73638901;2;2;2;2;30
73638911;2;2;2;2;3
73638921;3;2;1;1;35
73638931;1;2;2;2;120
73638941;3;1;2;2;30
73638951;3;2;1;2;5
73638961;2;1;2;2;5
73638971;2;2;2;2;120
73638981;2;2;2;2;120
73638991;3;2;2;2;15
73639001;3;1;2;2;10
73639011;1;1;2;2;3
73639021;3;2;2;2;30
73639031;3;1;2;2;15
73639051;3;1;2;2;120
73639071;3;2;2;2;10
73639081;2;1;2;2;30
73639091;3;2;2;2;20
73639101;2;2;2;2;15
73639111;2;1;2;2;20
73639121;1;1;2;2;35
73639131;2;1;2;2;25
73639141;1;1;2;2;25
73639151;1;1;2;2;50
73639161;2;1;2;2;30
73639171;2;1;2;2;30
73639181;1;1;2;2;30
73639191;1;1;2;2;50
73639201;1;1;2;2;30
73639211;2;1;2;2;40
73639221;2;1;2;2;30
73639231;2;1;2;2;15
73639241;2;1;2;2;30
73639251;2;1;2;2;20
73639261;1;1;2;2;20
73639271;3;1;2;2;15
73639281;2;1;2;2;15
73639291;2;1;2;2;20
73639301;2;1;2;2;15
73639311;2;1;2;2;25
73639321;1;1;2;2;20
73639331;2;2;2;2;20
73639341;3;1;2;2;25
73639351;2;1;2;2;15
73639361;1;1;2;2;28
73639371;1;1;2;2;20
73639381;2;1;2;2;25
73639391;1;1;2;2;30
73639401;3;1;2;2;30
73639411;3;2;2;2;25
73639421;2;1;2;2;20
73639431;3;2;2;2;30
73639441;3;1;2;2;20
73639451;3;2;2;2;30
73639461;2;2;2;2;20
73639471;3;2;2;2;30
73639481;2;1;2;2;20
73639501;3;2;2;2;30
73639511;3;1;2;2;30
73639521;2;1;2;2;10
73639531;2;1;2;2;30
73639541;2;1;2;1;35
73639551;3;1;2;2;0
73639561;2;1;2;2;5
73639571;2;1;2;2;20
73639581;3;1;2;2;5
73639591;2;1;2;2;15
73639601;3;1;2;2;5
73639611;2;2;2;1;20
73639621;1;1;2;2;28
73639631;2;1;2;2;20
73639641;2;2;2;1;20
73639661;2;1;2;2;10
73639671;2;1;2;2;20
73639681;2;1;2;2;25
73639691;2;1;2;2;3
73639701;2;1;2;2;5
73639711;3;1;2;2;10
73639721;2;1;2;2;5
73639731;2;1;2;2;25
73639741;2;1;2;2;0
73639751;3;2;2;2;5
73639761;4;1;2;2;99
73639771;2;1;2;2;0
73639781;3;1;2;2;99
73639791;2;1;2;2;999
73639801;3;1;2;2;99
73639821;3;1;2;2;99
73639841;3;1;2;2;99
73639851;3;1;2;2;99
73639861;2;1;2;2;60
73639871;3;1;2;2;99
73639881;3;1;2;2;99
73639891;2;2;2;2;99
73639901;3;1;2;2;99
73639911;2;1;2;2;99
73639921;2;1;2;2;99
73639931;2;1;2;2;99
73639941;2;1;2;2;99
73639981;2;1;2;2;120
73639991;3;1;2;2;99
73640001;3;1;2;2;99
73640011;2;1;2;2;99
73640021;4;1;2;2;120
73640031;3;1;2;2;99
73640041;3;1;2;2;99
73640051;2;2;2;2;99
73640061;3;1;2;2;120
73640071;2;2;2;2;99
73640081;3;1;2;2;99
73640091;2;1;2;2;99
73640101;3;1;2;2;99
73640111;3;1;2;2;99
73640121;2;1;2;2;999
73640131;2;1;2;2;99
73640141;2;1;2;2;99
73640151;3;1;2;2;99
73640161;2;1;2;2;999
73640191;3;1;2;2;99
73640201;2;1;2;2;999
73640211;3;2;2;2;60
73640221;3;1;2;2;60
73640241;2;1;2;2;60
73640251;2;1;2;2;45
73640261;2;1;2;2;60
73640271;4;1;2;2;60
73640281;3;1;2;2;45
73640291;2;1;2;2;60
73640301;3;1;2;2;60
73640341;2;1;2;2;30
73640351;2;1;2;2;30
73640371;3;1;2;2;10
73640411;2;1;2;2;35
73640421;2;1;2;2;15
73640471;2;1;2;2;5
73640481;2;1;2;2;15
73640491;3;1;2;2;20
73640501;3;1;2;2;25
73640531;2;2;2;1;20
73640541;3;1;2;2;20
73640551;3;1;2;2;15
73640561;3;1;2;2;20
73640571;2;1;2;2;20
73640581;3;1;2;2;20
73640591;3;1;2;2;20
73640601;3;1;2;2;15
73640611;3;1;2;2;18
73640621;3;2;2;2;15
73640631;3;1;2;2;18
73640641;2;1;2;2;18
73640651;2;1;2;2;6
73640661;3;1;2;2;10
73640681;3;1;2;2;20
73640691;2;1;2;2;10
73640701;2;1;2;2;10
73640711;3;1;2;2;20
73640721;3;1;2;2;20
73640731;2;1;2;2;10
73640741;3;1;2;2;20
73640751;3;1;2;2;10
73640761;2;2;2;1;2
73640771;3;1;2;2;5
73640791;2;2;2;2;10
73640801;3;1;2;2;15
73640821;2;1;2;2;15
73640831;3;2;2;2;5
73640841;3;1;2;2;8
73640851;4;2;2;2;6
73640861;3;1;2;2;10
73640871;3;2;2;2;8
73640881;3;1;2;2;10
73640891;3;2;2;1;6
73640901;3;2;2;2;5
73640911;3;1;2;2;10
73640921;3;1;2;2;10
73640961;3;1;2;2;8
73640971;3;1;2;2;20
73640981;2;2;2;2;20
73640991;3;1;2;2;8
73641001;3;2;2;1;8
73641031;2;1;2;2;10
73641041;2;1;2;2;15
73641051;2;1;2;2;10
73641061;2;1;2;2;18
73641071;2;1;2;2;10
73641081;2;2;2;2;20
73641091;3;1;2;2;15
73641131;3;1;2;2;0
73641141;3;1;2;2;90
73641151;3;1;2;2;0
73641161;2;1;2;2;0
73641171;3;1;2;2;0
73641181;3;1;2;2;0
73641191;2;1;2;2;0
73641211;3;1;2;2;0
73641221;2;1;1;2;0
73641231;2;1;2;2;0
73641241;2;1;2;2;0
73641251;3;1;2;2;0
73641261;3;1;2;2;0
73641271;2;1;2;2;0
73641281;3;1;2;2;0
73641301;3;1;2;2;0
73641311;2;1;2;2;0
73641321;3;1;2;2;0
73641331;2;1;2;2;0
73641341;3;2;1;2;0
73641371;2;1;2;2;35
73641391;2;1;2;2;15
73641401;2;1;2;2;50
73641411;2;1;2;2;38
73641421;3;1;2;2;40
73641441;2;1;2;2;15
73641451;2;1;2;2;0
73641461;3;1;2;2;0
73641471;2;1;1;2;0
73641481;2;1;2;2;15
73641491;2;1;2;2;0
73641511;3;1;1;2;0
73641521;3;1;2;2;0
73641531;2;1;2;2;0
73641541;2;1;2;2;5
73641551;3;1;2;2;20
73641561;2;1;2;2;5
73641571;3;1;2;2;10
73641581;2;1;2;2;5
73641591;3;1;2;2;10
73641601;2;1;2;2;5
73641611;2;1;2;2;15
73641621;3;1;2;2;30
73641631;2;1;2;2;15
73641641;2;1;2;2;10
73641651;3;1;2;2;20
73641661;2;1;2;2;0
73641671;2;2;2;1;0
73641681;2;1;2;2;0
73641691;2;1;2;2;10
73641701;2;1;2;2;10
73641711;2;1;2;2;0
73641721;3;1;2;2;25
73641731;3;1;2;2;0
73641741;2;1;2;2;0
73641751;2;2;2;2;0
73641761;2;1;2;2;20
73641771;3;1;2;2;25
73641781;2;1;2;2;0
73641791;2;1;2;2;0
73641811;2;1;2;2;20
73641821;2;1;2;2;10
73641831;2;1;2;2;5
73641841;3;1;2;2;0
73641851;2;1;2;2;20
73641861;3;1;2;2;10
73641871;3;1;2;2;12
73641891;2;1;2;2;25
73641901;2;1;2;2;0
73641911;2;1;2;2;20
73641921;3;1;2;2;0
73641931;2;1;2;2;25
73641941;2;1;2;2;0
73641961;2;1;2;2;0
73641971;2;1;2;2;0
73641981;2;1;2;2;20
73641991;3;1;2;2;0
73642001;2;1;2;2;0
73642011;2;1;2;2;0
73642021;2;1;2;2;0
73642051;3;1;2;2;0
73642061;2;1;2;2;0
73642071;2;1;2;2;0
73642081;2;1;2;2;0
73642091;2;1;2;2;0
73642101;2;1;2;2;0
73642111;4;1;2;2;0
73642121;2;1;2;2;0
73642131;3;1;2;2;0
73642141;2;1;2;2;0
73642151;2;1;2;2;0
73642161;2;1;2;2;0
73642171;3;1;2;2;0
73642181;3;1;2;2;0
73642191;3;1;2;2;0
73642221;2;1;2;2;0
73642231;3;1;2;2;0
73642241;3;1;2;2;0
73642251;3;1;2;2;50
73642261;3;1;2;2;20
73642271;2;1;2;2;45
73642281;3;1;2;2;20
73642291;2;1;2;2;45
73642301;3;1;2;2;60
73642311;2;1;2;2;20
73642321;3;1;2;2;35
73642331;2;1;2;2;30
73642341;2;1;2;2;40
73642351;3;1;2;2;50
73642361;2;2;2;2;30
73642371;3;1;2;2;30
73642381;3;2;2;1;60
73642391;3;1;2;2;30
73642401;3;1;2;2;30
73642411;4;2;2;2;30
73642421;2;1;2;2;45
73642431;3;1;2;2;45
73642441;2;2;2;1;70
73642451;3;1;2;2;70
73642461;3;1;2;2;40
73642471;2;1;2;2;45
73642481;3;1;2;2;40
73642491;3;1;2;2;45
73642501;2;1;2;2;30
73642511;3;1;2;2;30
73642521;3;1;2;2;30
73642531;2;1;2;2;30
73642541;3;1;2;2;50
73642551;2;1;2;2;25
73642561;2;1;2;2;20
73642571;2;1;2;2;0
73642581;2;1;2;2;25
73642591;3;1;2;2;35
73642601;2;1;2;2;20
73642611;3;2;2;1;20
73642621;2;1;2;2;0
73642631;3;1;2;2;20
73642651;2;1;2;2;20
73642661;2;1;2;2;20
73642671;3;1;2;2;30
73642681;2;1;2;2;25
73642691;3;1;2;2;0
73642701;2;1;2;2;20
73642711;2;1;2;2;15
73642721;2;1;2;2;30
73642731;2;1;2;2;20
73642741;1;1;2;2;40
73642751;3;1;2;1;20
73642761;1;1;2;2;15
73642771;2;1;2;2;20
73642781;1;1;2;2;35
73642791;2;1;2;2;20
73642811;3;1;2;2;20
73642821;3;2;2;2;30
73642831;2;1;2;2;20
73642841;2;1;2;2;15
73642851;1;1;2;2;0
73642861;2;1;2;2;0
73642871;2;1;2;2;0
73642881;2;1;2;2;0
73642891;3;1;2;2;0
73642911;2;1;2;2;0
73642921;2;1;2;2;0
73642941;2;1;2;2;0
73642951;2;1;2;2;5
73642961;4;1;2;2;5
73642971;4;1;2;2;5
73642981;2;1;2;2;0
73642991;2;1;1;2;0
73643001;3;1;2;2;5
73643021;2;1;2;2;0
73643031;3;1;2;2;5
73643041;3;1;2;2;10
73643051;2;1;2;2;0
73643061;2;1;2;2;0
73643071;3;1;2;2;5
73643081;4;1;2;2;0
73643101;3;1;2;2;25
73643111;2;2;2;1;0
73643121;2;2;1;2;0
73643131;1;1;2;2;0
73643141;3;2;1;2;0
73643151;2;1;2;2;0
73643161;4;1;2;2;0
73643171;3;1;2;2;0
73643181;2;1;2;2;0
73643191;2;1;2;2;37
73643201;3;1;2;2;0
73643211;2;1;2;2;0
73643221;2;2;1;2;0
73643231;3;1;2;2;0
73643241;1;1;2;2;0
73643251;2;2;1;2;0
73643261;2;2;1;2;0
73643271;1;1;2;2;38
73643281;3;1;2;2;15
73643291;3;1;2;2;999
73643301;3;1;2;2;0
73643311;2;2;1;1;0
73643321;3;1;2;2;0
73643331;2;2;1;2;0
73643341;4;1;2;2;999
73643351;2;1;2;2;0
73643361;2;1;2;2;0
73643371;2;1;2;2;0
73643381;4;1;2;2;0
73643391;2;1;2;2;0
73643401;2;2;1;2;0
73643421;1;1;2;2;0
73643431;2;2;1;2;0
73643441;4;1;2;2;8
73643451;2;1;2;2;0
73643481;2;1;2;2;0
73643491;2;1;2;2;40
73643501;2;1;2;2;20
73643511;1;1;2;2;53
73643521;2;1;2;2;30
73643531;1;1;2;2;29
73643541;2;1;2;2;20
73643541;2;1;2;2;20
73643551;1;1;2;2;40
73643561;1;1;2;2;40
73643571;4;1;2;2;50
73643581;2;1;2;2;25
73643591;2;1;2;2;40
73643601;2;1;2;2;20
73643611;1;1;2;2;46
73643621;2;1;2;2;20
73643631;1;1;2;2;56
73643641;1;1;2;2;30
73643651;1;1;2;2;46
73643671;2;1;2;2;30
73643681;2;1;2;2;15
73643691;2;1;2;2;20
73643701;1;1;2;2;56
73643711;2;1;2;2;20
73643721;1;1;2;2;57
73643731;2;1;2;2;20
73643741;2;1;2;2;20
73643751;1;1;2;2;57
73643761;2;1;2;2;20
73643771;2;1;2;2;20
73643781;3;1;2;2;0
73643791;2;1;2;2;0
73643801;2;2;1;2;0
73643811;3;1;2;2;0
73643821;2;1;2;2;0
73643831;2;2;1;2;0
73643841;2;1;2;2;0
73643851;2;1;2;2;0
73643871;4;1;2;2;0
73643881;1;1;2;2;0
73643891;2;1;2;2;25
73643901;2;1;2;2;0
73643911;3;1;2;2;0
73643921;3;1;2;2;0
73643931;2;1;2;2;0
73643941;4;1;2;2;25
73643951;1;1;2;2;0
73643971;3;1;2;2;0
73643991;2;1;2;2;0
73644001;3;1;2;2;0
73644011;1;1;2;2;0
73644021;2;1;2;2;0
73644031;4;1;2;2;0
73644041;2;1;2;2;0
73644051;2;1;2;2;0
73644061;3;1;2;2;0
73644071;2;1;2;2;20
73644081;1;1;2;2;0
73644091;2;1;2;2;0
73644101;3;1;2;2;0
73644121;2;1;2;2;0
73644131;4;1;2;2;30
73644141;1;1;2;2;37
73644151;2;1;2;2;20
73644161;2;1;2;2;20
73644171;1;1;2;2;34
73644181;3;1;2;2;0
73644201;1;1;2;2;43
73644211;2;1;2;2;30
73644221;2;1;2;2;20
73644231;2;1;2;2;0
73644241;2;1;2;2;0
73644251;2;1;2;2;30
73644261;1;1;2;2;49
73644271;2;1;2;2;40
73644281;2;1;2;2;20
73644291;1;1;2;2;27
73644301;2;1;2;2;20
73644311;2;1;2;2;20
73644321;1;1;2;2;49
73644331;1;1;2;2;37
73644341;2;1;2;2;20
73644351;2;2;2;2;0
73644361;4;1;2;2;0
73644371;2;1;2;2;0
73644381;2;1;2;2;0
73644391;1;1;2;2;57
73644401;3;1;2;2;15
73644411;2;1;2;2;0
73644421;2;1;2;2;30
73644431;2;1;2;2;20
73644441;2;1;2;2;0
73644451;1;1;2;2;46
73644461;2;1;2;2;0
73644471;2;2;2;2;0
73644481;2;1;2;2;30
73644491;2;1;2;2;15
73644501;1;1;2;2;47
73644511;2;1;2;2;30
73644511;3;1;2;2;58
73644521;3;1;2;2;0
73644531;2;2;2;2;0
73644541;2;1;2;2;0
73644551;2;1;2;2;0
73644561;2;2;2;2;0
73644571;3;1;2;2;0
73644581;2;1;2;2;0
73644591;2;1;2;2;0
73644601;2;1;2;2;0
73644611;4;1;2;2;0
73644621;2;1;2;2;0
73644631;2;1;2;2;40
73644641;2;1;2;2;0
73644651;1;1;2;2;57
73644661;2;1;2;2;20
73644671;2;1;2;2;20
73644681;1;1;2;2;29
73644691;3;1;2;2;20
73644701;1;1;2;2;27
73644711;3;1;2;2;40
73644721;1;1;2;2;40
73644731;2;1;2;2;20
73644741;3;1;2;2;20
73644751;1;1;2;2;27
73644761;1;1;2;2;56
73644771;2;1;2;2;10
73644781;2;1;2;2;35
73644791;2;1;2;2;15
73644801;2;1;2;2;40
73644811;1;1;2;2;45
73644821;2;1;2;2;5
73644831;1;1;2;2;36
73644841;2;1;2;2;0
73644851;2;1;2;2;0
73644861;2;1;2;2;0
73644871;2;1;2;2;0
73644881;2;2;2;2;0
73644891;2;1;2;2;0
73644901;2;2;2;2;0
73644911;3;1;2;2;0
73644921;2;1;2;2;0
73644931;2;1;2;2;0
73644941;2;2;2;2;0
73644951;2;1;2;2;0
73644961;3;1;2;2;0
73644971;2;1;2;2;0
73644981;2;1;2;2;0
73644991;3;1;2;2;0
73645001;2;1;2;2;0
73645011;2;1;2;2;0
73645021;3;1;2;2;0
73645031;1;1;2;2;0
73645041;2;2;2;2;0
73645051;2;1;2;2;0
73645061;2;2;2;2;0
73645071;2;2;2;2;0
73645081;2;2;2;2;0
73645091;3;1;2;2;0
73645101;3;1;2;2;0
73645121;3;1;2;2;0
73645131;2;1;2;1;0
73645141;2;1;2;2;0
73645151;3;1;2;2;0
73645161;2;1;2;2;0
73645171;2;1;2;2;0
73645181;4;1;2;2;0
73645191;2;1;2;2;0
73645201;2;1;2;2;0
73645211;2;1;2;2;5
73645221;2;1;2;2;10
73645231;2;1;2;2;4
73645241;2;1;2;2;8
73645251;1;1;2;2;15
73645261;2;1;2;2;4
73645271;2;1;2;2;8
73645281;2;1;2;2;15
73645291;2;1;2;2;5
73645311;2;1;2;2;10
73645321;2;1;2;2;5
73645331;1;1;2;2;5
73645341;2;2;1;2;10
73645351;2;1;2;2;4
73645361;2;1;2;2;10
73645371;2;1;2;2;8
73645381;2;1;2;2;4
73645391;2;1;2;2;5
73645401;2;1;2;2;10
73645421;3;1;2;2;5
73645431;2;1;2;2;10
73645441;2;1;2;2;4
73645451;3;1;2;2;20
73645461;3;1;2;2;25
73645471;2;1;2;2;20
73645481;3;1;2;2;40
73645491;3;2;2;2;30
73645501;2;2;2;1;30
73645511;3;2;2;2;40
73645521;2;1;2;2;15
73645531;2;1;2;2;15
73645541;2;1;2;2;40
73645551;2;1;2;2;20
73645561;2;2;2;2;20
73645571;2;2;2;2;15
73645581;3;2;2;1;20
73645591;2;1;2;2;0
73645601;2;1;2;2;30
73645611;2;1;2;2;40
73645621;3;2;2;2;60
73645631;2;2;2;2;30
73645641;3;2;2;2;40
73645651;2;1;2;2;60
73645661;3;1;2;2;15
73645671;2;1;2;2;20
73645681;3;1;2;2;30
73645691;3;2;2;2;45
73645701;3;1;2;2;20
73645711;2;1;2;2;15
73645721;2;1;2;2;0
73645731;3;2;2;1;0
73645741;2;1;2;2;30
73645751;2;1;2;2;10
73645761;2;2;2;2;40
73645771;2;1;2;2;10
73645781;2;1;2;2;25
73645791;2;1;2;2;20
73645801;2;1;2;2;25
73645811;2;1;2;2;30
73645821;2;2;2;2;20
73645831;2;1;2;2;60
73645841;3;1;2;2;35
73645851;3;1;2;2;30
73645861;2;1;2;2;45
73645871;2;1;2;2;30
73645881;2;1;2;2;12
73645891;2;1;2;2;35
73645901;2;1;2;2;12
73645911;3;2;2;1;25
73645931;3;2;2;1;25
73645941;2;1;2;2;30
73645951;2;1;2;2;38
73645961;2;2;2;1;0
73645971;3;2;2;1;50
73645981;3;1;2;2;45
73645991;3;1;2;2;48
73646001;2;1;2;2;15
73646011;2;1;2;2;42
73646021;2;1;2;2;12
73646031;2;1;2;2;0
73646041;2;1;2;2;35
73646051;4;1;2;2;35
73646061;2;1;2;2;20
73646071;2;1;2;2;28
73646091;2;1;2;2;0
73646101;2;1;2;2;15
73646111;2;1;2;2;10
73646121;2;1;2;2;13
73646131;2;1;2;2;20
73646141;3;1;2;2;40
73646151;3;1;2;2;20
73646161;2;1;2;2;45
73646171;2;1;2;2;45
73646181;3;2;2;1;48
73646191;3;2;2;2;48
73646201;3;2;2;2;48
73646211;2;1;2;2;38
73646221;2;1;2;2;20
73646231;3;1;2;2;20
73646241;3;1;2;2;30
73646271;4;1;2;2;25
73646281;2;1;2;2;35
73646291;2;1;2;2;35
73646301;2;1;2;2;20
73646311;2;1;2;2;35
73646321;3;1;2;2;20
73646331;2;1;2;2;30
73646341;2;1;2;2;38
73646351;2;1;2;2;25
73646371;2;1;2;2;20
73646381;2;1;2;2;25
73646391;2;1;2;2;25
73646401;2;1;2;2;12
73646411;2;1;2;2;20
73646421;2;1;2;2;10
73646431;2;1;2;2;20
73646441;2;1;2;2;15
73646451;1;1;2;2;16
73646461;2;1;2;2;20
73646471;2;1;2;1;15
73646481;2;1;2;1;20
73646491;2;2;2;1;15
73646501;2;1;2;1;12
73646521;3;1;2;2;20
73646531;3;2;2;1;15
73646541;2;1;2;2;10
73646551;2;1;2;2;20
73646561;2;1;2;2;15
73646571;3;1;2;2;15
73646581;2;1;2;2;20
73646591;2;1;2;2;15
73646601;1;1;2;2;15
73646611;2;1;2;2;20
73646621;2;1;2;2;10
73646631;2;1;2;2;10
73646641;2;1;2;2;15
73646651;2;1;2;2;10
73646661;3;1;2;2;10
73646671;2;1;2;2;15
73646681;2;1;2;2;10
73646691;2;1;2;2;25
73646701;2;1;2;2;15
73646711;2;1;2;2;10
73646721;2;1;2;2;10
73646731;2;1;2;2;10
73646741;2;1;2;2;15
73646751;2;1;2;2;20
73646761;2;1;2;2;30
73646771;2;1;2;2;30
73646781;2;1;2;2;30
73646791;2;1;2;2;0
73646801;2;1;2;2;30
73646811;2;1;2;2;30
73646821;2;1;2;2;30
73646831;2;1;2;2;30
73646841;2;1;2;2;30
73646851;2;1;2;2;0
73646861;2;1;2;2;20
73646871;2;1;2;2;20
73646881;2;1;2;2;20
73646891;2;1;2;2;0
73646901;2;1;2;2;20
73646911;2;1;2;2;20
73646931;2;1;2;2;0
73646941;2;1;2;2;0
73646951;2;1;2;2;0
73646961;2;1;2;2;0
73646971;2;1;2;2;0
73646981;2;1;2;2;0
73646991;2;1;2;2;0
73647001;2;1;2;2;0
73647011;2;1;2;2;0
73647021;2;1;2;2;0
73647031;2;1;2;2;0
73647041;2;1;2;2;0
73647051;2;1;2;2;0
73647071;2;1;2;2;20
73647081;2;1;2;2;0
73647091;1;1;2;2;0
73647101;2;1;2;2;0
