ID_Persona;P6435;P6440;P6460;P8624;P415
724790131;5;2;;;30
724790141;;;;;
724790151;;;;;
724790311;5;2;;;60
724790411;;;;;
724790421;5;2;;;48
724790511;10;;2;300000;30
724790521;;;;;
724790531;5;2;;;25
724790551;;;;;
724790611;5;2;;;48
724790711;5;2;;;56
724790721;5;2;;;56
724790811;1;;2;750000;56
724790821;2;;1;2419000;42
724790911;3;;1;480000;70
724790921;;;;;
724790931;;;;;
724790941;5;2;;;30
724791011;1;;2;750000;48
724791021;;;;;
724791031;;;;;
724791041;;;;;
724791051;;;;;
724791061;;;;;
724791111;5;2;;;35
724791121;;;;;
724791131;;;;;
724791141;;;;;
724791211;;;;;
724791221;;;;;
724791231;;;;;
724791311;2;;1;1500000;48
724791321;;;;;
724791331;;;;;
724791411;5;2;;;40
724791421;;;;;
724791431;;;;;
724791441;;;;;
724791511;;;;;
724791711;5;2;;;48
724791721;;;;;
724791731;;;;;
724791811;5;2;;;40
724791821;5;2;;;25
724791911;1;;1;2000000;56
724791921;1;;1;1500000;56
724791931;1;;1;600000;30
724791941;;;;;
724791951;;;;;
724791961;;;;;
724792011;1;;1;1500000;56
724792021;;;;;
724792111;1;;1;700000;52
724792121;5;2;;;15
724792131;;;;;
724792211;5;2;;;5
724792221;;;;;
724792311;2;;1;1800000;25
724792321;2;;1;1900000;22
724792411;;;;;
724792421;10;;2;400000;48
724792431;;;;;
724792441;;;;;
724792511;10;;1;400000;16
724792521;5;2;;;30
724792531;;;;;
724792541;;;;;
724792611;5;2;;;48
724792621;5;2;;;20
724792631;;;;;
724792641;;;;;
724792711;5;2;;;48
724792721;8;;;;40
724792811;5;2;;;25
724792821;;;;;
724792911;;;;;
724793011;;;;;
724793021;;;;;
724793111;;;;;
724793121;;;;;
724793131;;;;;
724793211;5;2;;;40
724793221;2;;2;890000;48
724793311;5;2;;;40
724793321;1;;1;400000;48
724793411;1;;2;350000;48
724793421;;;;;
724793431;;;;;
724793441;;;;;
724793511;5;2;;;48
724793521;5;2;;;48
724793611;;;;;
724793621;;;;;
724793631;;;;;
724793711;;;;;
724793721;5;2;;;36
724793731;;;;;
724793741;5;2;;;14
724793751;;;;;
724793811;5;2;;;60
724793821;5;2;;;56
724793911;5;2;;;72
724793921;5;2;;;36
724794011;1;;2;980000;40
724794021;;;;;
724794031;;;;;
724794041;;;;;
724794051;;;;;
724794211;5;2;;;20
724794221;;;;;
724794311;5;2;;;50
724794321;;;;;
724794411;;;;;
724794511;;;;;
724794711;5;2;;;36
724794721;;;;;
724794731;;;;;
724794751;;;;;
724794811;5;2;;;60
724794821;;;;;
724794911;5;2;;;40
724794921;;;;;
724795011;5;2;;;45
724795021;;;;;
724795031;;;;;
724795111;5;2;;;24
724795121;5;2;;;84
724795131;;;;;
724795211;5;2;;;60
724795221;;;;;
724795231;5;2;;;60
724795241;4;2;;;60
724795251;5;2;;;60
724795311;5;2;;;18
724795321;5;2;;;48
724795411;5;2;;;60
724795421;;;;;
724795431;5;2;;;20
724795511;5;2;;;36
724795521;;;;;
724795531;;;;;
724795541;;;;;
724795611;5;2;;;50
724795621;5;2;;;60
724795711;;;;;
724795721;;;;;
724795731;;;;;
724795741;;;;;
724795811;3;;1;400000;48
724795821;;;;;
724795911;2;;1;98;30
724795921;;;;;
724795941;;;;;
724795951;1;;1;98;48
724795961;;;;;
724796011;2;;1;1820000;48
724796021;5;2;;;24
724796111;;;;;
724796211;6;;;;48
724796221;;;;;
724796231;;;;;
724796311;;;;;
724796321;;;;;
724796511;5;2;;;54
724796521;5;2;;;40
724796611;5;2;;;60
724796621;5;2;;;50
724796711;5;2;;;60
724796721;5;2;;;50
724796731;8;;;;15
724796811;;;;;
724796911;5;2;;;8
724796921;;;;;
724796931;;;;;
724796941;;;;;
724796951;;;;;
724796961;;;;;
724797011;1;;1;600000;54
724797021;5;2;;;60
724797031;;;;;
724797111;7;;;;5
724797121;;;;;
724797311;2;;1;4000000;22
724797321;2;;1;1247000;40
724797331;;;;;
724797341;;;;;
724797411;;;;;
724797511;5;2;;;56
724797521;1;;1;450000;56
724797611;2;;1;3000000;8
724797621;;;;;
724797631;5;2;;;8
724797711;5;2;;;60
724797721;;;;;
724797731;;;;;
724797811;2;;2;800000;48
724797821;5;2;;;20
724797911;1;;2;878000;40
724797921;5;2;;;40
724798011;;;;;
724798021;5;2;;;54
724798031;1;;1;500000;52
724798041;1;;1;300000;54
724798051;1;;1;360000;65
724798111;;;;;
724798121;;;;;
724798131;;;;;
724798211;2;;1;4200000;60
724798221;;;;;
724798311;5;2;;;6
724798321;5;2;;;6
724798411;2;;1;3000000;40
724798511;5;2;;;40
724798512;5;2;;;25
724798522;;;;;
724798611;;;;;
724798621;;;;;
724798631;;;;;
724798641;;;;;
724798711;;;;;
724798721;;;;;
724798731;;;;;
724798741;5;2;;;16
724798751;5;2;;;16
724798911;1;;2;2000000;70
724799011;2;;1;1200000;50
724799111;4;2;;;40
724799121;;;;;
724799211;5;2;;;20
724799221;;;;;
724799231;;;;;
724799241;;;;;
724799311;;;;;
724799321;5;2;;;48
724799411;;;;;
724799421;;;;;
724799431;5;2;;;40
724799511;1;;1;99;32
724799521;;;;;
724799611;1;;1;99;48
724799621;;;;;
724799631;;;;;
724799641;;;;;
724799711;1;;1;600000;48
724799721;;;;;
724799741;1;;1;600000;48
724799751;;;;;
724799811;1;;1;820000;48
724799831;1;;1;500000;30
724799841;1;;1;820000;48
724799851;;;;;
724799861;;;;;
724799871;;;;;
724799881;1;;1;8200000;15
724800011;;;;;
724800021;;;;;
724800111;5;2;;;30
724800121;1;;1;1600000;40
724800131;;;;;
724800211;5;2;;;84
724800221;5;2;;;85
724800231;;;;;
724800241;;;;;
724800251;;;;;
724800311;;;;;
724800321;;;;;
724800411;5;2;;;20
724800421;;;;;
724800511;5;2;;;40
724800521;;;;;
724800611;;;;;
724800621;5;2;;;48
724800641;5;2;;;48
724800651;;;;;
724800711;;;;;
724800721;;;;;
724800811;;;;;
724800821;5;2;;;10
724800841;1;;2;1500000;40
724800911;5;2;;;48
724800921;;;;;
724800931;;;;;
724800941;;;;;
724800951;;;;;
724800961;;;;;
724800971;;;;;
724800981;;;;;
724801011;5;2;;;85
724801021;5;2;;;85
724801111;5;2;;;4
724801121;;;;;
724801131;;;;;
724801141;5;2;;;5
724801161;5;2;;;40
724801181;1;;1;200000;30
724801211;1;;1;877000;48
724801221;;;;;
724801311;;;;;
724801411;5;2;;;8
724801421;1;;1;600000;25
724801711;5;2;;;48
724801811;5;2;;;48
724801821;;;;;
724801911;;;;;
724802011;1;;1;1105000;48
724802021;;;;;
724802111;;;;;
724802211;;;;;
724802221;;;;;
724802311;;;;;
724802321;1;;1;1500000;84
724802411;7;;;;48
724802421;;;;;
724802431;;;;;
724802441;;;;;
724802511;;;;;
724802521;;;;;
724802611;5;2;;;35
724802621;3;;1;400000;28
724802631;;;;;
724802711;6;;;;11
724802721;1;;1;3181000;8
724803011;;;;;
724803211;5;2;;;30
724803221;;;;;
724803311;;;;;
724803411;2;;1;470000;4
724803421;;;;;
724803511;;;;;
724803611;;;;;
724803711;5;2;;;10
724803811;1;;1;1300000;34
724803821;;;;;
724803831;;;;;
724803841;;;;;
724803911;;;;;
724803921;;;;;
724804011;5;2;;;60
724804021;;;;;
724804311;5;2;;;48
724804321;;;;;
724804312;;;;;
724804322;5;2;;;48
724804332;;;;;
724804411;;;;;
724804421;;;;;
724804611;5;2;;;48
724804621;5;2;;;5
724804631;;;;;
724804811;;;;;
724804821;;;;;
724804911;;;;;
724804921;;;;;
724805011;1;;2;600000;50
724805021;;;;;
724805031;1;;1;250000;50
724805511;3;;1;500000;40
724805521;10;;1;420000;20
724805531;5;2;;;8
724805611;;;;;
724805621;2;;1;950000;40
724805631;;;;;
724805641;;;;;
724805811;;;;;
724805821;5;2;;;5
724805831;;;;;
724805841;;;;;
724806311;;;;;
724806321;;;;;
724806331;5;2;;;5
724806411;;;;;
724806421;;;;;
724806431;;;;;
724806441;;;;;
724806451;1;;1;300000;45
724806461;;;;;
724806511;5;2;;;70
724806521;;;;;
724806531;;;;;
724806541;;;;;
724806551;;;;;
724806512;;;;;
724806522;5;2;;;30
724806611;;;;;
724806711;5;2;;;6
724806721;5;2;;;6
724806741;5;2;;;8
724806811;;;;;
724806911;5;2;;;42
724806921;;;;;
724806931;;;;;
724806941;;;;;
724807111;5;2;;;6
724807121;;;;;
724807131;;;;;
724807211;5;2;;;15
724807221;5;2;;;12
724807311;5;2;;;6
724807321;;;;;
724807411;1;;1;800000;42
724807511;2;;1;1700000;8
724807521;;;;;
724807531;;;;;
724807541;;;;;
724807711;5;2;;;4
724807721;;;;;
724807731;;;;;
724808011;;;;;
724808211;7;;;;42
724808221;;;;;
724808311;5;2;;;40
724808321;3;;1;300000;30
724808331;;;;;
724808411;;;;;
724808511;5;1;1;;40
724808611;;;;;
724808621;;;;;
724808631;;;;;
724808641;;;;;
724808711;;;;;
724808721;;;;;
724808811;;;;;
724808821;;;;;
724808831;;;;;
724808841;;;;;
724808851;;;;;
724809011;;;;;
724809021;;;;;
724809031;5;1;1;;20
724809041;7;;;;48
724809051;;;;;
724809071;5;1;1;;48
724809211;5;2;;;10
724809221;1;;2;0;20
724809231;;;;;
724809241;;;;;
724809411;;;;;
724809421;;;;;
724809431;;;;;
724809441;1;;1;300000;25
724809511;;;;;
724809611;;;;;
724809621;;;;;
724809711;;;;;
724809811;;;;;
724809821;;;;;
724809831;;;;;
724810111;;;;;
724810121;;;;;
724810131;;;;;
724810311;;;;;
724810321;;;;;
724810331;;;;;
724810341;10;;1;500000;63
724810351;;;;;
724810361;;;;;
724810511;5;2;;;80
724810521;;;;;
724810541;;;;;
724810711;1;;1;800000;89
724810721;;;;;
724810811;5;2;;;6
724810821;;;;;
724811011;5;2;;;30
724811021;;;;;
724811111;;;;;
724811121;;;;;
724811131;;;;;
724811211;5;2;;;56
724811221;2;;2;900000;60
724811231;;;;;
724811241;5;2;;;56
724811411;5;2;;;30
724811511;5;2;;;20
724811521;;;;;
724811611;1;;1;2200000;36
724811711;;;;;
724811721;;;;;
724811731;;;;;
724812011;5;2;;;10
724812021;5;2;;;42
724812051;;;;;
724812111;;;;;
724812211;;;;;
724812221;1;;1;828000;42
724812241;;;;;
724812311;1;;2;800000;40
724812321;;;;;
724812411;5;2;;;8
724812412;;;;;
724812511;;;;;
724812521;;;;;
724812531;;;;;
724812541;;;;;
724812611;;;;;
724812621;;;;;
724812711;5;2;;;48
724812721;5;2;;;48
724812731;;;;;
724812741;;;;;
724812811;2;;2;1500000;96
724812821;;;;;
724812911;5;2;;;30
724813011;;;;;
724813021;;;;;
724813031;;;;;
724813111;;;;;
724813211;4;1;2;;36
724813221;;;;;
724813411;;;;;
724813421;;;;;
724813431;;;;;
724813511;2;;1;5000000;60
724813521;;;;;
724813711;1;;2;4300000;50
724813811;;;;;
724813911;5;2;;;20
724814111;;;;;
724814121;1;;1;900000;50
724814131;;;;;
724814141;;;;;
724814112;1;;1;900000;48
724814211;5;2;;;60
724814221;5;2;;;48
724814231;;;;;
724814241;;;;;
724814311;1;;1;1146000;60
724814411;5;2;;;45
724814421;8;;;;5
724814431;1;;1;2800000;48
724814511;1;;1;98;48
724814521;1;;1;1200000;48
724814531;;;;;
724814611;1;;1;840000;48
724814621;5;2;;;48
724814641;;;;;
724814711;;;;;
724814721;2;;1;2831000;48
724814731;1;;2;902000;48
724814811;5;2;;;48
724814821;5;2;;;48
724814831;;;;;
724814911;;;;;
724815011;1;;1;4800000;48
724815021;1;;1;2200000;48
724815111;;;;;
724815121;5;1;1;;48
724815131;1;;1;1200000;48
724815141;;;;;
724815311;5;1;2;;40
724815321;1;;1;2300000;40
724815411;;;;;
724815421;6;;;;16
724815431;1;;1;980657;48
724815441;;;;;
724815511;5;2;;;24
724815521;;;;;
724815611;;;;;
724815621;1;;2;980657;48
724815811;1;;2;1000000;48
724815821;;;;;
724815831;5;2;;;48
724815841;1;;1;980657;48
724815911;5;2;;;8
724815921;;;;;
724815931;;;;;
724815941;;;;;
724817011;4;2;;;12
724817021;4;2;;;12
724817111;;;;;
724817211;5;2;;;15
724817221;;;;;
724817241;;;;;
724817311;5;2;;;12
724817321;;;;;
724817331;;;;;
724817341;;;;;
724817351;;;;;
724817411;5;2;;;40
724817421;;;;;
724817511;1;;2;877000;54
724817521;5;2;;;80
724817531;;;;;
724817611;;;;;
724817621;2;;1;1200000;48
724817711;5;2;;;5
724817721;;;;;
724817731;;;;;
724817811;5;2;;;48
724817821;;;;;
724817911;6;;;;10
724817921;;;;;
724817941;;;;;
724817951;;;;;
724818011;1;;1;998000;48
724818021;1;;1;1100000;48
724818111;;;;;
724818211;1;;2;850000;45
724818221;1;;1;1100000;54
724818311;;;;;
724818321;3;;1;600000;105
724818411;;;;;
724818421;1;;1;950000;48
724818511;;;;;
724818521;;;;;
724818611;5;2;;;48
724818711;5;2;;;20
724818721;5;2;;;56
724818731;2;;1;1538000;40
724818811;1;;2;890000;48
724818911;1;;1;900000;72
724818921;;;;;
724818931;;;;;
724818941;5;2;;;40
724819011;;;;;
724819021;1;;1;800000;48
724819031;1;;1;750000;48
724819111;;;;;
724819411;5;2;;;8
724819421;;;;;
724819431;1;;1;1200000;48
724819441;;;;;
724819511;;;;;
724819611;;;;;
724819711;1;;1;850000;48
724819721;1;;2;900000;48
724819731;;;;;
724819811;;;;;
724819821;;;;;
724819831;;;;;
724819841;;;;;
724819911;1;;1;950000;48
724819921;;;;;
724820011;1;;1;1500000;48
724820021;5;2;;;30
724820031;;;;;
724820211;;;;;
724820221;1;;2;887000;48
724820231;;;;;
724820241;;;;;
724820311;1;;1;887803;72
724820321;;;;;
724820331;;;;;
724820411;2;;1;99;48
724820421;1;;1;99;48
724820611;5;2;;;40
724820621;;;;;
724820631;1;;1;1200000;48
724820641;1;;1;900000;50
724820811;1;;2;2000000;48
724820821;1;;2;1800000;15
724820831;;;;;
724820841;;;;;
724820911;5;2;;;50
724820921;;;;;
724820931;;;;;
724820941;;;;;
724821511;1;;2;880000;48
724821521;;;;;
724821611;1;;1;1100000;48
724821621;;;;;
724821811;1;;2;1200000;60
724821821;1;;2;877000;48
724821911;1;;2;0;48
724821921;1;;1;1000000;48
724821931;;;;;
724822511;;;;;
724822611;;;;;
724822621;5;2;;;20
724822631;;;;;
724822811;1;;2;877000;48
724822821;;;;;
724822911;;;;;
724822921;;;;;
724823011;;;;;
724823021;;;;;
724823211;;;;;
724823221;;;;;
724823311;1;;2;1025000;51
724823321;;;;;
724823341;1;;2;1050000;51
724823411;5;2;;;3
724823421;;;;;
724823511;;;;;
724823611;;;;;
724823911;1;;1;837000;48
724823921;1;;1;260000;30
724823931;1;;1;950000;48
724824011;1;;2;860000;48
724824021;;;;;
724824031;;;;;
724824211;1;;1;876000;48
724824221;;;;;
724824251;;;;;
724824261;;;;;
724824311;;;;;
724824321;;;;;
724824331;5;2;;;30
724824341;;;;;
724824411;5;2;;;50
724824421;1;;1;1200000;48
724824511;5;2;;;30
724824521;1;;1;1200000;48
724824531;;;;;
724824711;1;;1;877000;54
724824721;1;;1;877000;48
724824751;;;;;
724824811;1;;1;300000;48
724824821;1;;1;1500000;72
724824831;;;;;
724825011;;;;;
724825021;;;;;
724825311;;;;;
724825321;;;;;
724825411;1;;1;485000;48
724825611;5;2;;;40
724825711;5;1;1;;70
724825721;;;;;
724825811;;;;;
724825821;;;;;
724826211;5;2;;;70
724826221;9;;;;30
724826231;1;;1;600000;40
724826241;;;;;
724826251;;;;;
724826411;5;2;;;50
724826611;5;2;;;12
724826621;;;;;
724826711;5;2;;;60
724826721;5;2;;;3
724826811;3;;1;200000;20
724826821;;;;;
724826831;4;2;;;25
724826841;5;2;;;30
724826851;;;;;
724826861;;;;;
724826911;5;2;;;48
724826921;;;;;
724827011;5;2;;;35
724827021;;;;;
724827031;;;;;
724827041;3;;1;320000;28
724827111;5;2;;;46
724827121;5;2;;;16
724827211;;;;;
724827311;;;;;
724827321;5;2;;;50
724827331;;;;;
724827341;;;;;
724827351;;;;;
724827511;2;;2;1800000;50
724827521;2;;2;1080000;40
724827611;5;2;;;5
724827621;;;;;
724827711;1;;1;937000;48
724827721;5;2;;;8
724827731;;;;;
724827741;;;;;
724827811;5;2;;;12
724827821;;;;;
724828011;5;2;;;60
724828021;;;;;
724828031;;;;;
724828051;;;;;
724828111;5;2;;;45
724828121;2;;2;1875000;118
724828131;;;;;
724828211;5;2;;;12
724828221;5;2;;;12
724828231;;;;;
724828511;1;;1;877211;54
724828521;;;;;
724828611;5;2;;;18
724828711;;;;;
724828811;5;2;;;26
724828821;;;;;
724829011;1;;1;877211;48
724829021;;;;;
724829031;6;;;;52
724829041;;;;;
724829051;;;;;
724829111;;;;;
724829211;5;2;;;3
724829411;;;;;
724829421;;;;;
724829431;;;;;
724829511;5;2;;;40
724829521;1;;1;600000;50
724829611;5;2;;;56
724829811;5;2;;;40
724829821;;;;;
724829911;5;2;;;40
724829921;3;;1;0;30
724829931;6;;;;40
724830011;;;;;
724830021;1;;1;893000;36
724830031;;;;;
724830411;;;;;
724830421;;;;;
724830511;5;2;;;30
724830521;1;;2;893000;36
724830611;;;;;
724830621;;;;;
724830631;;;;;
724830612;5;2;;;36
724830622;;;;;
724830711;5;2;;;15
724830721;;;;;
724830911;5;2;;;6
724831011;;;;;
724831111;2;;2;3400000;48
724831121;;;;;
724831211;5;2;;;4
724831411;;;;;
724831511;;;;;
724831611;;;;;
724831621;5;2;;;40
724831631;;;;;
724831641;;;;;
724831661;5;2;;;40
724831811;5;2;;;38
724831821;;;;;
724831831;;;;;
724832011;1;;1;1200000;60
724832021;5;2;;;15
724832031;;;;;
724832111;5;2;;;48
724832121;1;;1;750000;48
724832131;;;;;
724832211;5;2;;;45
724832221;;;;;
724832311;5;2;;;20
724832321;;;;;
724832331;1;;1;400000;40
724832341;5;2;;;40
724832371;;;;;
724832411;4;2;;;2
724832511;5;2;;;1
724832521;5;2;;;6
724832531;;;;;
724832811;;;;;
724832821;2;;1;1200000;24
724832911;1;;2;970000;45
724832921;;;;;
724833011;1;;1;2000000;48
724833021;3;;1;640000;50
724833031;1;;1;300000;30
724833111;;;;;
724833121;5;2;;;48
724833211;1;;1;890000;50
724833221;;;;;
724833231;;;;;
724833241;;;;;
724833411;5;2;;;40
724833421;;;;;
724833511;5;2;;;20
724833521;;;;;
724833512;;;;;
724833611;3;;1;200000;56
724833711;5;2;;;40
724833721;;;;;
724833911;3;;1;765000;120
724834011;;;;;
724834021;;;;;
724834031;;;;;
724834051;5;2;;;40
724834081;;;;;
724834091;;;;;
724834111;1;;1;80000;6
724834121;;;;;
724834131;;;;;
724834211;3;;1;200000;20
724834221;;;;;
724834241;;;;;
724834251;;;;;
724834271;;;;;
724834311;;;;;
724834321;;;;;
724834331;;;;;
724834411;;;;;
724834421;2;;1;980000;60
724834431;;;;;
724834511;;;;;
724834521;;;;;
724834531;1;;1;980000;54
724834541;;;;;
724834711;;;;;
724834721;;;;;
724834811;;;;;
724834821;5;2;;;8
724834831;;;;;
724835111;5;2;;;6
724835121;;;;;
724835211;1;;1;1400000;8
724835511;2;;2;2200000;48
724835521;;;;;
724835611;3;;1;300000;21
724835911;3;;1;200000;24
724835921;5;2;;;10
724835931;;;;;
724836011;5;2;;;8
724836111;5;2;;;48
724836121;5;2;;;25
724836131;5;2;;;48
724836211;5;2;;;9
724836221;2;;1;1800000;8
724836231;;;;;
724836241;;;;;
724836311;;;;;
724836321;;;;;
724836411;;;;;
724836611;;;;;
724836711;;;;;
724836721;;;;;
724836811;;;;;
724836821;;;;;
724837211;5;2;;;8
724837221;5;2;;;6
724837311;5;2;;;6
724837411;;;;;
724837421;;;;;
724837511;;;;;
724837521;;;;;
724837531;;;;;
724837541;;;;;
724837611;5;2;;;9
724837621;5;2;;;4
724837641;;;;;
724837711;5;2;;;8
724837721;;;;;
724837731;;;;;
724837741;;;;;
724837751;;;;;
724837811;5;2;;;6
724838111;;;;;
724838121;5;2;;;48
724838131;5;2;;;48
724838311;7;;;;42
724838321;8;;;;8
724838511;7;;;;40
724838521;;;;;
724838531;5;2;;;30
724838541;5;2;;;40
724838551;5;2;;;30
724838711;5;2;;;24
724838721;7;;;;56
724838811;;;;;
724838821;;;;;
724838831;5;2;;;48
724838911;;;;;
724838921;5;2;;;40
724838931;5;2;;;8
724839011;7;;;;12
724839021;5;2;;;12
724839111;5;2;;;16
724839121;;;;;
724839131;;;;;
724839141;5;2;;;20
724839151;;;;;
724839161;;;;;
724839211;5;2;;;48
724839221;5;2;;;40
724839231;9;;;;30
724839311;5;2;;;40
724839321;;;;;
724839331;;;;;
724839341;;;;;
724839351;;;;;
724839361;5;2;;;25
724839381;5;2;;;20
724839411;5;2;;;48
724839421;5;2;;;48
724839511;7;;;;35
724839521;5;2;;;30
724839611;5;2;;;40
724839621;;;;;
724839711;5;2;;;40
724839721;;;;;
724839731;;;;;
724839811;7;;;;30
724839821;;;;;
724839911;5;2;;;20
724839921;;;;;
724840011;8;;;;35
724840021;;;;;
724840111;2;;1;800000;40
724840121;;;;;
724840211;7;;;;40
724840221;;;;;
724840231;;;;;
724840241;;;;;
724840311;5;2;;;48
724840321;;;;;
724840351;;;;;
724840411;5;2;;;15
724840421;5;2;;;15
724840431;;;;;
724840511;7;;;;45
724840521;;;;;
724840531;5;2;;;30
724840611;;;;;
724840621;5;2;;;30
724840631;;;;;
724840641;;;;;
724840651;10;;1;200000;48
724840711;;;;;
724840721;;;;;
724840731;;;;;
724840741;;;;;
724840751;;;;;
724840811;;;;;
724841011;5;2;;;5
724841021;;;;;
724841111;;;;;
724841121;;;;;
724841211;;;;;
724841221;;;;;
724841231;5;2;;;48
724841241;;;;;
724841311;5;2;;;15
724841321;;;;;
724841341;;;;;
724841711;5;2;;;40
724841721;5;2;;;2
724841811;5;2;;;40
724841821;1;;2;950000;48
724841812;5;2;;;70
724841911;;;;;
724842011;1;;1;1300000;30
724842021;1;;2;950000;48
724842111;;;;;
724842121;;;;;
724842131;;;;;
724842211;5;2;;;60
724842221;;;;;
724842311;;;;;
724842411;5;2;;;60
724842421;1;;2;900000;48
724842511;1;;2;720000;40
724842611;2;;1;3800000;40
724842621;5;2;;;20
724842711;6;;;;46
724843011;;;;;
724843021;5;2;;;45
724843111;5;2;;;48
724843211;5;2;;;40
724843221;5;2;;;1
724843231;;;;;
724843311;1;;1;920000;72
724843321;;;;;
724843331;;;;;
724843341;;;;;
724843351;;;;;
724843511;5;2;;;30
724843611;5;2;;;10
724843621;10;;1;720000;50
724843631;;;;;
724843641;;;;;
724843711;;;;;
724843721;5;2;;;48
724843731;4;1;2;;60
724843811;8;;;;60
724843821;5;2;;;60
724843831;10;;1;636000;30
724843841;;;;;
724843911;5;2;;;48
724843921;;;;;
724844111;5;2;;;50
724844121;;;;;
724844131;;;;;
724844211;1;;1;600000;48
724844221;;;;;
724844311;;;;;
724844321;5;2;;;8
724844331;;;;;
724844411;1;;1;1027000;48
724844421;;;;;
724844431;;;;;
724844441;;;;;
724844451;;;;;
724844511;8;;;;14
724844521;5;2;;;60
724844611;5;2;;;35
724844621;1;;1;550000;50
724844631;1;;1;500000;60
724844641;;;;;
724844711;1;;1;877803;48
724844721;5;2;;;65
724844731;;;;;
724844741;;;;;
724844811;5;2;;;53
724844821;;;;;
724844831;;;;;
724844841;;;;;
724844911;1;;2;1080000;48
724844921;;;;;
724845011;;;;;
724845021;;;;;
724845031;;;;;
724845111;5;2;;;72
724845121;5;2;;;49
724845131;;;;;
724845311;1;;1;1283000;48
724845321;;;;;
724845331;;;;;
724845511;;;;;
724845521;5;2;;;40
724845531;;;;;
724845541;5;2;;;48
724845551;;;;;
724845611;5;2;;;24
724845621;;;;;
724845711;5;2;;;9
724845721;5;2;;;48
724845731;;;;;
724845741;;;;;
724845811;5;2;;;12
724845821;5;2;;;60
724845911;;;;;
724845921;5;2;;;15
724845931;5;2;;;60
724845941;;;;;
724846011;5;2;;;60
724846021;5;2;;;25
724846031;;;;;
724846111;;;;;
724846121;5;2;;;20
724846211;;;;;
724846221;5;2;;;56
724846231;;;;;
724846241;;;;;
724846311;5;2;;;12
724846321;7;;;;45
724846331;;;;;
724846411;5;2;;;36
724846421;5;2;;;48
724846431;5;2;;;40
724846441;;;;;
724846511;5;2;;;2
724846611;5;2;;;48
724846621;;;;;
724846711;5;2;;;5
724846721;5;2;;;18
724846731;;;;;
724846811;4;2;;;5
724846911;;;;;
724847011;1;;1;3450000;48
724847021;;;;;
724847111;5;2;;;40
724847121;;;;;
724847131;;;;;
724847141;;;;;
724847151;;;;;
724847211;5;2;;;24
724847221;2;;1;5604000;40
724847231;;;;;
724847311;5;2;;;48
724847411;1;;1;1000000;48
724847511;;;;;
724847521;;;;;
724847531;;;;;
724847611;10;;1;800000;48
724847621;;;;;
724847631;;;;;
724847641;;;;;
724847711;1;;1;877000;48
724847721;;;;;
724847911;10;;1;850000;40
724847921;;;;;
724848011;6;;;;35
724848021;1;;1;877803;40
724848031;1;;1;500000;40
724848041;;;;;
724848111;1;;1;877803;8
724848121;5;2;;;48
724848151;;;;;
724848211;;;;;
724848311;;;;;
724848321;1;;1;900000;40
724848331;;;;;
724848411;1;;1;877803;48
724848421;;;;;
724848911;5;2;;;60
724848921;5;2;;;40
724849011;5;2;;;8
724849012;5;2;;;42
724849022;;;;;
724849032;;;;;
724849111;8;;;;10
724849121;6;;;;70
724849131;2;;1;2000000;40
724849211;;;;;
724849311;;;;;
724849321;1;;1;870000;48
724849331;6;;;;48
724849411;;;;;
724849421;;;;;
724849431;2;;1;1600000;45
724849441;1;;2;980657;44
724849511;1;;2;877803;50
724849521;4;2;;;10
724849611;4;1;2;;40
724849621;1;;1;98;48
724849711;;;;;
724849721;;;;;
724849811;;;;;
724849821;4;2;;;50
724849831;1;;2;98;48
724849841;;;;;
724850011;5;2;;;60
724850021;;;;;
724850031;;;;;
724850111;5;2;;;30
724850121;1;;1;300000;8
724850211;;;;;
724850221;;;;;
724850311;4;1;2;;36
724850321;6;;;;48
724850331;;;;;
724850411;5;2;;;60
724850421;;;;;
724850431;5;2;;;60
724850511;2;;1;0;48
724850521;;;;;
724850611;2;;1;4300000;60
724850621;2;;1;3000000;60
