ID_Hogar;ID_Persona;EDAD;ETNIA;VIVE_CON_PADRE;VIVE_CON_MADRE;EDUCACION_PADRES;ESCUELA_OFICIAL;UBICACION_ESCUELA;ORIGEN_SUBSIDIO_EDUC;ESTUDIA;VALOR_BECA;TRANSPORTE_ESCUELA;TIEMPO_TRANSPORTE_ESC;EDAD_CUIDADOR;ACT1;ACT2;ACT3;ACT4;ACT5;ACT6;ACT7;NO_ACT;AFILIADO_SALUD;ESTADO_SALUD;ENFERMEDAD_CRONICA;INCAP;HORAS_TRABAJO;ACTIVIDAD_ULT_SEMANA;TRABAJO1;TRABAJO2;TRABAJO3;TRABAJO4;LUGAR_TRABAJO;PERCAPITA;CANT_PERSONAS_HOGAR;INCRESOS_AUTOPERCIBIDOS_HOGAR;CONDIC_VIDA_HOGAR;ACTIVIDADES;TRABAJA;Actividades_p;Salud_p;SATISFACCION
73313451;733134531;11;6.0;2;1;2.0;1;1;;1.0;1;;;;;;;;;;;1;1.0;2.0;2;32;0;3.0;0;0;0;2;0;318888.888888889;3.0;1.0;2.0;0.0;0.0;0.0;18.0;18.0
73313551;733135541;10;6.0;1;1;;1;2;;1.0;1;1;30;;;;;;1;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;435000.0;4.0;2.0;2.0;2.0;0.0;13.0;18.0;31.0
73313561;733135631;7;1.0;1;1;;1;3;;1.0;1;4;5;;;;1;;1;;;;1.0;1.0;2;32;0;3.0;0;0;0;2;0;596666.666666667;4.0;3.0;2.0;2.0;0.0;13.0;27.0;40.0
73313611;733136121;11;6.0;2;1;1.0;1;1;;1.0;1;1;10;;;;1;;1;1;1;;1.0;2.0;2;32;15;3.0;0;0;1;;8;342125.0;4.0;1.0;2.0;4.0;1.0;22.0;18.0;40.0
73313621;733136241;8;6.0;1;1;;1;1;;1.0;1;4;60;;;;;;;;1;;1.0;3.0;2;32;0;3.0;0;0;0;2;0;122500.0;4.0;1.0;3.0;1.0;0.0;7.0;9.0;16.0
73313641;733136441;9;6.0;1;2;1.0;1;1;;1.0;1;;;;1;;;;;;;;1.0;3.0;2;32;0;3.0;0;0;0;2;0;664583.333333333;4.0;1.0;2.0;1.0;0.0;7.0;9.0;16.0
73313791;733137931;6;6.0;2;1;0.0;1;1;;1.0;1;;;;;;;;;;1;;1.0;2.0;2;31;0;3.0;0;0;0;2;0;216666.666666667;3.0;2.0;2.0;1.0;0.0;7.0;18.0;25.0
73313811;733138151;8;6.0;1;1;;1;1;;1.0;1;;;;;;;;1;;1;;1.0;1.0;2;32;0;3.0;0;0;0;2;0;364775.0;5.0;2.0;1.0;2.0;0.0;13.0;27.0;40.0
73313991;733139941;10;6.0;1;1;;1;1;;1.0;1;;;;;;;;1;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;57500.0;4.0;2.0;2.0;2.0;0.0;13.0;18.0;31.0
73314051;733140541;6;6.0;1;1;;1;1;;1.0;1;;;;1;;;;;;1;;1.0;1.0;2;32;0;3.0;0;0;0;2;0;336666.666666667;4.0;2.0;1.0;2.0;0.0;13.0;27.0;40.0
73314191;733141931;7;1.0;2;1;2.0;1;3;;1.0;1;;;;;;;;;;;1;1.0;2.0;1;32;0;3.0;0;0;0;2;0;70000.0;3.0;2.0;2.0;0.0;0.0;0.0;18.0;18.0
73314201;733142031;8;6.0;2;1;1.0;1;1;;1.0;1;1;30;;;;;;;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;93333.3333333333;3.0;2.0;3.0;1.0;0.0;7.0;18.0;25.0
73314251;733142531;9;6.0;2;1;1.0;1;1;;1.0;1;;;;;;;;;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;233333.333333333;3.0;1.0;2.0;1.0;0.0;7.0;18.0;25.0
73314291;733142921;9;6.0;2;1;1.0;1;1;;1.0;1;;;;;;;;;;1;;1.0;1.0;2;32;0;3.0;0;0;0;2;0;18666.6666666667;2.0;2.0;2.0;1.0;0.0;7.0;27.0;34.0
73314311;733143131;7;6.0;1;1;;1;1;;1.0;1;;;;;;;;;;;1;1.0;2.0;2;32;0;3.0;0;0;0;2;0;27222.2222222222;3.0;2.0;2.0;0.0;0.0;0.0;18.0;18.0
73314481;733144851;10;6.0;1;1;;1;1;;1.0;1;;;;;;;;;1;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;184000.0;5.0;2.0;2.0;2.0;0.0;13.0;18.0;31.0
73314601;733146041;12;1.0;2;1;0.0;1;1;;1.0;1;3;10;;;;;;;;;1;1.0;2.0;2;32;;;;;;;;36428.5714285714;7.0;2.0;3.0;0.0;;0.0;18.0;18.0
73314601;733146051;10;1.0;2;1;0.0;1;1;;1.0;1;3;10;;;;;;;;;1;1.0;2.0;2;32;0;3.0;0;0;0;2;0;36428.5714285714;7.0;2.0;3.0;0.0;0.0;0.0;18.0;18.0
73314711;733147131;9;5.0;1;1;;1;1;;1.0;1;4;10;;;;;;;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;516433.333333333;5.0;2.0;2.0;1.0;0.0;7.0;18.0;25.0
73314741;733147431;10;5.0;1;1;;1;1;;1.0;1;4;12;;;;;;;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;605564.0;4.0;2.0;2.0;1.0;0.0;7.0;18.0;25.0
73314741;733147441;8;5.0;1;1;;1;1;;1.0;1;4;12;;;;;;;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;605564.0;4.0;2.0;2.0;1.0;0.0;7.0;18.0;25.0
73314771;733147721;11;5.0;2;1;2.0;1;1;;1.0;1;4;20;;;;;;;;1;;1.0;1.0;2;32;0;6.0;0;0;0;2;0;163875.0;4.0;1.0;2.0;1.0;0.0;7.0;27.0;34.0
73314861;733148631;9;1.0;1;2;1.0;1;1;3;1.0;1;1;10;;;;;;;;;1;1.0;2.0;2;32;0;3.0;0;0;0;2;0;203333.333333333;3.0;1.0;2.0;0.0;0.0;0.0;18.0;18.0
73314941;733149441;9;6.0;1;1;;1;1;;1.0;1;1;5;;;;;;1;1;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;414166.666666667;4.0;2.0;2.0;3.0;0.0;18.0;18.0;36.0
73314961;733149631;11;6.0;2;1;0.0;1;1;;1.0;1;4;10;;;;;;1;1;1;;1.0;1.0;2;32;0;3.0;0;0;0;2;0;155000.0;3.0;2.0;2.0;3.0;0.0;18.0;27.0;45.0
73314971;733149731;6;6.0;2;1;2.0;1;1;;1.0;1;4;10;;;;;;1;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;511250.0;4.0;2.0;2.0;2.0;0.0;13.0;18.0;31.0
73314991;733149921;11;6.0;2;1;1.0;1;1;;1.0;1;4;15;;;;;;1;1;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;183333.333333333;2.0;2.0;2.0;3.0;0.0;18.0;18.0;36.0
73315051;733150541;11;6.0;2;1;0.0;1;1;;1.0;1;4;20;;;;;;1;1;1;;1.0;1.0;2;32;0;3.0;0;0;0;2;0;179333.333333333;5.0;2.0;2.0;3.0;0.0;18.0;27.0;45.0
73315091;733150931;6;6.0;1;1;;1;1;;1.0;1;4;12;;;;;;;;1;;2.0;2.0;2;32;0;3.0;0;0;0;2;0;296000.0;5.0;2.0;3.0;1.0;0.0;7.0;18.0;25.0
73315101;733151031;10;6.0;1;1;;1;1;3;1.0;1;4;20;;;;1;;1;1;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;508750.0;4.0;2.0;2.0;4.0;0.0;22.0;18.0;40.0
73315101;733151041;7;6.0;1;1;;1;1;3;1.0;1;4;20;;1;;;1;1;1;;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;508750.0;4.0;2.0;2.0;4.0;0.0;22.0;18.0;40.0
73315111;733151131;8;6.0;1;1;;1;1;;1.0;1;4;17;;;;;;;1;1;;2.0;1.0;2;32;0;3.0;0;0;0;2;0;242133.833333333;6.0;2.0;3.0;2.0;0.0;13.0;27.0;40.0
73315141;733151421;10;5.0;2;1;2.0;1;1;;1.0;1;4;8;;;;;;1;1;1;;1.0;1.0;2;32;0;3.0;0;0;0;2;0;96666.6666666667;4.0;2.0;2.0;3.0;0.0;18.0;27.0;45.0
73315441;733154441;10;1.0;1;1;;1;3;;1.0;1;3;10;;;;;;;1;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;199083.333333333;4.0;2.0;2.0;2.0;0.0;13.0;18.0;31.0
73315451;733154531;8;6.0;1;1;;1;3;;1.0;1;4;25;;;;;;;;1;;1.0;1.0;2;32;0;3.0;0;0;0;2;0;275000.0;4.0;2.0;2.0;1.0;0.0;7.0;27.0;34.0
73315481;733154841;12;6.0;3;1;2.0;1;2;;1.0;1;3;15;;;;;;;;;1;1.0;1.0;2;32;;;;;;;;126666.666666667;4.0;2.0;3.0;0.0;;0.0;27.0;27.0
73315541;733155441;6;6.0;1;1;;1;3;;1.0;1;4;15;;;;;;;;1;;1.0;1.0;2;32;0;3.0;0;0;0;2;0;191875.0;4.0;2.0;2.0;1.0;0.0;7.0;27.0;34.0
73315551;733155551;10;6.0;1;1;;1;3;;1.0;1;4;15;;;;;;;1;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;388944.444444444;6.0;2.0;2.0;2.0;0.0;13.0;18.0;31.0
73315571;733155731;7;6.0;1;1;;1;3;;1.0;1;4;10;;;;;;;1;1;;1.0;1.0;2;32;0;3.0;0;0;0;2;0;223125.0;4.0;2.0;2.0;2.0;0.0;13.0;27.0;40.0
73315581;733155841;10;6.0;1;1;;1;3;;1.0;1;4;20;;;;;;1;1;;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;189250.0;4.0;2.0;2.0;2.0;0.0;13.0;18.0;31.0
73315601;733156071;12;6.0;2;1;1.0;1;3;;1.0;1;4;15;;;;;;;1;1;;1.0;1.0;2;32;;;;;;;;171562.5;8.0;2.0;2.0;2.0;;13.0;27.0;40.0
73315641;733156431;9;6.0;2;1;2.0;1;3;;1.0;1;4;20;;;;;;;1;1;;1.0;1.0;2;32;0;3.0;0;0;0;2;0;285966.666666667;5.0;2.0;2.0;2.0;0.0;13.0;27.0;40.0
73315671;733156741;8;6.0;2;1;2.0;1;3;;1.0;1;4;10;;;;;;;1;1;;1.0;1.0;2;32;0;3.0;0;0;0;2;0;155312.5;4.0;1.0;3.0;2.0;0.0;13.0;27.0;40.0
73315721;733157231;8;6.0;1;1;;1;3;;1.0;1;4;10;;;;;;;;1;;1.0;1.0;2;32;0;3.0;0;0;0;2;0;234444.444444444;3.0;2.0;2.0;1.0;0.0;7.0;27.0;34.0
73315771;733157731;8;6.0;1;1;;1;3;;1.0;1;4;20;;;;;;;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;202083.333333333;4.0;2.0;3.0;1.0;0.0;7.0;18.0;25.0
73315781;733157841;11;6.0;2;1;1.0;1;3;;1.0;1;3;20;;;;;;;;;1;1.0;2.0;2;32;0;3.0;0;0;0;2;0;241733.333333333;5.0;1.0;3.0;0.0;0.0;0.0;18.0;18.0
73315791;733157951;8;6.0;1;1;;1;3;;1.0;1;4;20;;;;;;;1;1;;1.0;1.0;2;32;0;3.0;0;0;0;2;0;171611.111111111;6.0;2.0;2.0;2.0;0.0;13.0;27.0;40.0
73315851;733158521;9;6.0;2;1;2.0;1;1;;1.0;1;4;20;;;;;;1;1;1;;1.0;1.0;2;32;0;3.0;0;0;0;2;0;175250.0;4.0;2.0;2.0;3.0;0.0;18.0;27.0;45.0
73315901;733159021;9;6.0;2;1;2.0;1;1;;1.0;1;4;15;;;;;;;;1;;1.0;1.0;2;32;0;3.0;0;0;0;2;0;961111.111111111;3.0;2.0;2.0;1.0;0.0;7.0;27.0;34.0
73315901;733159031;7;6.0;2;1;2.0;1;1;;1.0;1;4;20;;;;;;;;1;;1.0;1.0;2;32;0;3.0;0;0;0;2;0;961111.111111111;3.0;2.0;2.0;1.0;0.0;7.0;27.0;34.0
73315971;733159731;12;6.0;2;1;2.0;1;1;;1.0;1;4;20;;;;;;;;1;;1.0;1.0;2;32;;;;;;;;458750.0;4.0;2.0;2.0;1.0;;7.0;27.0;34.0
73315971;733159741;11;6.0;2;1;2.0;1;1;;1.0;1;4;20;;;;;;;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;458750.0;4.0;2.0;2.0;1.0;0.0;7.0;18.0;25.0
73315981;733159851;11;6.0;1;1;;1;1;;1.0;1;4;20;;;;1;;;;;;1.0;1.0;2;32;0;3.0;0;0;0;2;0;281666.666666667;5.0;1.0;2.0;1.0;0.0;7.0;27.0;34.0
73316161;733161621;8;6.0;2;1;0.0;1;1;;1.0;1;;;;;1;1;;1;;;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;12500.0;2.0;2.0;2.0;3.0;0.0;18.0;18.0;36.0
73316201;733162041;10;6.0;1;1;;1;1;;1.0;1;;;;;;;;;1;1;;1.0;1.0;2;32;0;3.0;0;0;0;2;0;256750.0;4.0;2.0;3.0;2.0;0.0;13.0;27.0;40.0
73316351;733163531;11;6.0;1;1;;1;1;;1.0;1;1;5;;;;;;1;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;2291666.66666667;3.0;3.0;2.0;2.0;0.0;13.0;18.0;31.0
73316361;733163631;10;6.0;1;1;;1;1;;1.0;1;8;10;;;;;;;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;180583.333333333;5.0;2.0;3.0;1.0;0.0;7.0;18.0;25.0
73316361;733163641;7;6.0;1;1;;1;1;;1.0;1;8;10;;;;;;;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;180583.333333333;5.0;2.0;3.0;1.0;0.0;7.0;18.0;25.0
73316381;733163841;10;1.0;1;1;;1;1;;1.0;1;4;5;;;;;;1;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;180625.0;4.0;1.0;2.0;2.0;0.0;13.0;18.0;31.0
73316681;733166841;10;1.0;1;1;;1;3;;1.0;1;;;;;;;;;1;;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;100000.0;4.0;2.0;2.0;1.0;0.0;7.0;18.0;25.0
73316711;733167131;7;1.0;1;1;;1;3;;1.0;1;;;;;;;;;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;100000.0;4.0;2.0;2.0;1.0;0.0;7.0;18.0;25.0
73316721;733167231;10;6.0;1;1;;3;3;;1.0;1;4;10;;;;;1;1;;1;;1.0;3.0;2;32;0;3.0;0;0;0;2;0;79791.6666666667;4.0;1.0;1.0;3.0;0.0;18.0;9.0;27.0
73316731;733167361;9;1.0;1;1;;1;1;;1.0;1;8;45;;;;;;;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;83571.4285714286;7.0;2.0;2.0;1.0;0.0;7.0;18.0;25.0
73316731;733167371;6;1.0;1;1;;1;2;;1.0;1;4;5;;;;;;;;;1;1.0;2.0;2;32;0;4.0;0;0;0;2;0;83571.4285714286;7.0;2.0;2.0;0.0;0.0;0.0;18.0;18.0
73316751;733167531;12;1.0;1;1;;3;3;;1.0;1;4;8;;1;;;;1;;1;;1.0;2.0;2;32;;;;;;;;110166.666666667;5.0;2.0;2.0;3.0;;18.0;18.0;36.0
73316751;733167541;7;1.0;1;1;;3;3;;1.0;1;4;8;;;;;;1;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;110166.666666667;5.0;2.0;2.0;2.0;0.0;13.0;18.0;31.0
73316761;733167641;8;1.0;2;2;2.0;1;3;;1.0;1;4;5;;;;;;;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;12000.0;5.0;2.0;2.0;1.0;0.0;7.0;18.0;25.0
73316771;733167731;11;1.0;2;1;1.0;1;3;;1.0;1;;;;;;;;;1;;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;137500.0;4.0;2.0;2.0;1.0;0.0;7.0;18.0;25.0
73316791;733167921;7;1.0;2;1;0.0;1;1;;1.0;1;4;5;;;;;;;1;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;115000.0;4.0;1.0;2.0;2.0;0.0;13.0;18.0;31.0
73316841;733168451;10;1.0;2;1;1.0;3;3;;1.0;1;4;5;;;;;;1;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;48958.3333333333;8.0;1.0;2.0;2.0;0.0;13.0;18.0;31.0
73316901;733169031;10;1.0;2;2;2.0;1;2;;1.0;1;4;5;;;;;;;;;1;1.0;2.0;2;32;0;3.0;0;0;0;2;0;42500.0;4.0;1.0;2.0;0.0;0.0;0.0;18.0;18.0
73316901;733169041;8;1.0;2;2;2.0;1;1;;1.0;1;4;5;;;;;;;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;42500.0;4.0;1.0;2.0;1.0;0.0;7.0;18.0;25.0
73316911;733169161;11;1.0;1;1;;1;3;;1.0;1;;;;;;;;;1;;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;115476.19047619;7.0;2.0;2.0;1.0;0.0;7.0;18.0;25.0
73316941;733169461;7;1.0;1;2;1.0;3;3;;1.0;1;4;5;;;;;;1;;1;;1.0;1.0;2;32;0;3.0;0;0;0;2;0;233472.222222222;6.0;1.0;2.0;2.0;0.0;13.0;27.0;40.0
73316961;733169631;7;1.0;1;1;;1;3;;1.0;1;;;;;;;;;1;;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;125000.0;4.0;2.0;2.0;1.0;0.0;7.0;18.0;25.0
73316981;733169851;11;1.0;1;1;;1;3;;1.0;1;7;30;;;;;;;;;1;1.0;2.0;2;32;0;3.0;0;0;0;2;0;83333.3333333333;6.0;1.0;2.0;0.0;0.0;0.0;18.0;18.0
73316981;733169861;8;1.0;1;1;;1;3;;1.0;1;4;10;;;;;;;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;83333.3333333333;6.0;1.0;2.0;1.0;0.0;7.0;18.0;25.0
73317011;733170151;8;6.0;2;1;0.0;1;1;;1.0;1;4;30;;;;;;1;1;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;245416.666666667;5.0;1.0;3.0;3.0;0.0;18.0;18.0;36.0
73317031;733170331;12;6.0;1;1;;1;1;;1.0;1;1;10;;;;;1;;1;1;;1.0;2.0;2;32;;;;;;;;1162500.0;4.0;2.0;2.0;3.0;;18.0;18.0;36.0
73317031;733170341;7;6.0;1;1;;1;1;;1.0;1;1;10;;;;;;;1;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;1162500.0;4.0;2.0;2.0;2.0;0.0;13.0;18.0;31.0
73317041;733170441;12;1.0;2;2;1.0;1;1;;1.0;1;4;30;;;;;;;1;1;;1.0;2.0;2;32;;;;;;;;275000.0;4.0;1.0;3.0;2.0;;13.0;18.0;31.0
73317071;733170741;7;1.0;2;1;2.0;1;1;;1.0;1;4;30;;;;;;;1;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;197916.666666667;4.0;1.0;2.0;2.0;0.0;13.0;18.0;31.0
73317081;733170821;10;1.0;2;1;0.0;1;1;;1.0;1;4;5;;;;;;1;1;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;101388.888888889;3.0;1.0;2.0;3.0;0.0;18.0;18.0;36.0
73317171;733171751;11;1.0;1;1;;1;1;;1.0;1;4;10;;;;;;1;1;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;98054.7619047619;7.0;2.0;2.0;3.0;0.0;18.0;18.0;36.0
73317171;733171761;8;1.0;1;1;;1;1;;1.0;1;4;10;;;;;;1;1;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;98054.7619047619;7.0;2.0;2.0;3.0;0.0;18.0;18.0;36.0
73317271;733172751;10;6.0;1;1;;1;1;;1.0;1;1;10;;;;;;;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;244047.619047619;7.0;1.0;2.0;1.0;0.0;7.0;18.0;25.0
73317501;733175031;10;1.0;1;1;;1;1;;1.0;1;;;;;;;;;;;1;1.0;2.0;2;32;0;3.0;0;0;0;2;0;15000.0;3.0;1.0;3.0;0.0;0.0;0.0;18.0;18.0
73317631;733176341;12;6.0;1;1;;1;2;;1.0;1;2;30;;;;;1;;;1;;1.0;2.0;2;32;;;;;;;;313541.666666667;4.0;1.0;2.0;2.0;;13.0;18.0;31.0
73317651;733176531;10;6.0;1;1;;1;3;;1.0;1;2;30;;;;;1;;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;378750.0;4.0;2.0;2.0;2.0;0.0;13.0;18.0;31.0
73317681;733176851;12;6.0;1;1;;1;3;;1.0;1;2;40;;;;;;;1;1;;1.0;1.0;2;32;;;;;;;;172166.666666667;5.0;1.0;2.0;2.0;;13.0;27.0;40.0
73317711;733177141;7;6.0;1;1;;1;1;;1.0;1;1;15;;;;;;1;1;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;170000.0;4.0;2.0;2.0;3.0;0.0;18.0;18.0;36.0
73317751;733177541;6;6.0;1;1;;1;2;;1.0;1;2;10;;;;;;;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;85277.7777777778;6.0;1.0;2.0;1.0;0.0;7.0;18.0;25.0
73317821;733178241;9;1.0;2;1;1.0;1;3;;1.0;1;4;5;;;;;1;;1;;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;14583.3333333333;5.0;1.0;3.0;2.0;0.0;13.0;18.0;31.0
73317931;733179341;7;6.0;2;1;1.0;1;2;;1.0;1;4;10;;;;;;;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;237291.666666667;4.0;2.0;2.0;1.0;0.0;7.0;18.0;25.0
73317941;733179441;11;6.0;1;1;;1;2;;1.0;1;4;10;;;;;;;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;160416.666666667;4.0;2.0;2.0;1.0;0.0;7.0;18.0;25.0
73317951;733179531;11;6.0;1;1;;1;2;;1.0;1;4;10;;;;;;;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;140000.0;5.0;1.0;2.0;1.0;0.0;7.0;18.0;25.0
73317951;733179541;9;6.0;1;1;;1;2;;1.0;1;4;10;;;;;;;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;140000.0;5.0;1.0;2.0;1.0;0.0;7.0;18.0;25.0
73317951;733179551;8;6.0;1;1;;1;2;;1.0;1;4;10;;;;;;;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;140000.0;5.0;1.0;2.0;1.0;0.0;7.0;18.0;25.0
73317971;733179731;9;6.0;1;1;;1;2;;1.0;1;2;10;;;;;1;;1;;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;118750.0;4.0;2.0;3.0;2.0;0.0;13.0;18.0;31.0
73318001;733180031;7;6.0;2;1;1.0;1;1;;1.0;1;4;15;;;;;;1;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;321666.666666667;3.0;2.0;3.0;2.0;0.0;13.0;18.0;31.0
73318101;733181031;12;6.0;1;1;;1;1;;1.0;1;;;;;;;1;;;;;1.0;2.0;2;32;;;;;;;;237500.0;4.0;2.0;2.0;1.0;;7.0;18.0;25.0
73318141;733181431;6;6.0;2;1;1.0;2;1;;1.0;1;;;;;;;;;1;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;308333.333333333;3.0;2.0;2.0;2.0;0.0;13.0;18.0;31.0
73318161;733181631;8;6.0;2;1;2.0;2;1;;1.0;1;;;;;;;;1;1;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;383333.333333333;3.0;2.0;2.0;3.0;0.0;18.0;18.0;36.0
73318171;733181731;7;6.0;2;1;1.0;1;1;;1.0;1;;;;;;;;1;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;81875.0;4.0;1.0;3.0;2.0;0.0;13.0;18.0;31.0
73318171;733181731;7;6.0;2;1;1.0;1;1;;1.0;1;;;;;;;;1;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;81875.0;4.0;2.0;2.0;2.0;0.0;13.0;18.0;31.0
73318171;733181731;7;6.0;2;1;1.0;1;1;;1.0;1;;;;;;;;1;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;81875.0;4.0;2.0;3.0;2.0;0.0;13.0;18.0;31.0
73318171;733181731;7;6.0;2;1;1.0;1;1;;1.0;1;;;;;;;;1;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;213333.333333333;2.0;1.0;3.0;2.0;0.0;13.0;18.0;31.0
73318171;733181731;7;6.0;2;1;1.0;1;1;;1.0;1;;;;;;;;1;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;213333.333333333;2.0;2.0;2.0;2.0;0.0;13.0;18.0;31.0
73318171;733181731;7;6.0;2;1;1.0;1;1;;1.0;1;;;;;;;;1;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;213333.333333333;2.0;2.0;3.0;2.0;0.0;13.0;18.0;31.0
73318171;733181731;7;6.0;2;1;1.0;1;1;;1.0;1;;;;;;;;1;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;463333.333333333;2.0;1.0;3.0;2.0;0.0;13.0;18.0;31.0
73318171;733181731;7;6.0;2;1;1.0;1;1;;1.0;1;;;;;;;;1;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;463333.333333333;2.0;2.0;2.0;2.0;0.0;13.0;18.0;31.0
73318171;733181731;7;6.0;2;1;1.0;1;1;;1.0;1;;;;;;;;1;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;463333.333333333;2.0;2.0;3.0;2.0;0.0;13.0;18.0;31.0
73318211;733182131;8;6.0;2;1;4.0;1;1;;1.0;1;;;;;;;;1;1;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;750000.0;3.0;2.0;2.0;3.0;0.0;18.0;18.0;36.0
73318221;733182231;8;6.0;2;1;1.0;3;1;;1.0;1;;;;;;;;1;1;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;426500.0;4.0;2.0;2.0;3.0;0.0;18.0;18.0;36.0
73318231;733182351;12;6.0;1;1;;1;1;;1.0;1;;;;;;;;;;;1;1.0;1.0;2;32;;;;;;;;145769.230769231;13.0;1.0;3.0;0.0;;0.0;27.0;27.0
73318231;733182371;11;6.0;2;1;1.0;1;2;;1.0;1;;;;;;;;;;;1;1.0;2.0;2;32;0;3.0;0;0;0;2;0;145769.230769231;13.0;1.0;3.0;0.0;0.0;0.0;18.0;18.0
73318231;733182391;11;6.0;2;1;1.0;1;2;;1.0;1;;;;;;;;;;;1;1.0;2.0;2;32;0;3.0;0;0;0;2;0;145769.230769231;13.0;1.0;3.0;0.0;0.0;0.0;18.0;18.0
73318231;7331823101;9;6.0;2;1;1.0;1;2;;1.0;1;;;;;;;;;;;1;1.0;2.0;2;32;0;3.0;0;0;0;2;0;145769.230769231;13.0;1.0;3.0;0.0;0.0;0.0;18.0;18.0
73318231;7331823121;8;6.0;2;2;2.0;1;2;;1.0;1;;;;;;;;;;;1;1.0;2.0;2;32;0;3.0;0;0;0;2;0;145769.230769231;13.0;1.0;3.0;0.0;0.0;0.0;18.0;18.0
73318361;733183641;11;6.0;1;1;;1;1;;1.0;1;;;;;;;;1;1;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;307638.888888889;6.0;1.0;3.0;3.0;0.0;18.0;18.0;36.0
73318361;733183651;9;6.0;1;1;;1;1;;1.0;1;;;;;;;;1;1;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;307638.888888889;6.0;1.0;3.0;3.0;0.0;18.0;18.0;36.0
73318421;733184251;8;6.0;1;1;;1;1;;1.0;1;;;;;;1;1;1;;1;;1.0;2.0;2;32;0;3.0;0;0;0;2;0;666000.0;5.0;3.0;2.0;4.0;0.0;22.0;18.0;40.0
